Abbotsford,25 Bloomburg St,house,2,1035000.0,2017,2,4,auction sale,Biggin & Scott,http://www.realestateview.com.au/real-estate/25-bloomburg-street-abbotsford-vic/property-details-sold-residential-10764697/
Abbotsford,18/ 659 Victoria St,apartment,0,0,2017,2,4,passed in vendor bid,Rounds Real Estate,
Aberfeldie,241 Buckley St,house,4,1345000.0,2017,2,1,private sale,Barry Plant,http://www.realestateview.com.au/real-estate/241-buckley-street-aberfeldie-vic/property-details-sold-residential-10664752/
Airport West,3/ 98 Mcnamara Av,unit,2,470000.0,2017,2,2,private sale,Barry Plant,
Airport West,3/ 85 Bowes Av,unit,3,620000.0,2017,1,31,private sale,Barry Plant,
Airport West,2/ 98 Mcnamara Av,unit,2,460000.0,2017,1,30,private sale,Barry Plant,
Airport West,212 Parer Rd,house,3,660000.0,2017,1,30,private sale,Barry Plant,http://www.realestateview.com.au/real-estate/212-parer-road-airport-west-vic/property-details-sold-residential-10704424/
Airport West,9 El Reno Cr,townhouse,3,580000.0,2017,1,29,passed in at auction,Ray White Taylors Lakes,http://www.realestateview.com.au/real-estate/3-9-el-reno-crescent-airport-west-vic/property-details-buy-residential-10735217/
Airport West,165A Parer Rd,townhouse,4,0,2017,2,2,private sale,Barry Plant,http://www.realestateview.com.au/real-estate/165a-parer-road-airport-west-vic/property-details-sold-residential-10766659/
Albanvale,47 Trafalgar St,house,3,460000.0,2017,1,18,private sale,Barry Plant,http://www.realestateview.com.au/real-estate/47-trafalgar-street-albanvale-vic/property-details-sold-residential-10650428/
Albion,7 Dalworth St,house,2,765000.0,2017,2,4,auction sale,Barry Plant,http://www.realestateview.com.au/real-estate/7-dalworth-street-albion-vic/property-details-buy-residential-10774577/
Alfredton,100 Alfredton Dr,house,0,449000.0,2017,1,25,private sale,Harcourts Ballarat,http://www.realestateview.com.au/real-estate/100-alfredton-drive-alfredton-vic/property-details-sold-residential-10793937/
Alfredton,28 Warburton Dr,house,5,455000.0,2017,1,25,private sale,Buxton,http://www.realestateview.com.au/real-estate/28-warburton-drive-alfredton-vic/property-details-sold-residential-10449944/
Alfredton,16 Jack Ct,house,4,360000.0,2017,1,18,private sale,Trevor Petrie RE,http://www.realestateview.com.au/real-estate/16-jack-court-alfredton-vic/property-details-sold-residential-10736769/
Alfredton,13 Creekstone Dr,house,3,336000.0,2017,1,14,private sale,Ray White Ballarat,http://www.realestateview.com.au/real-estate/13-creekstone-drive-alfredton-vic/property-details-sold-residential-10604552/
Alfredton,32 Signature Dr,house,4,522000.0,2016,12,28,private sale,Trevor Petrie RE,http://www.realestateview.com.au/real-estate/32-signature-drive-alfredton-vic/property-details-sold-residential-10691033/
Altona,1/ 123 Blyth St,townhouse,2,720000.0,2017,2,4,auction sale,hockingstuart,http://www.realestateview.com.au/real-estate/1-123-blyth-street-altona-vic/property-details-buy-residential-10775538/
Altona,1/ 17 Mcbain St,townhouse,3,0,2017,2,1,private sale,hockingstuart,
Altona,2/ 167 Maidstone St,townhouse,3,0,2017,1,20,private sale,hockingstuart,http://www.realestateview.com.au/real-estate/2-167-maidstone-street-altona-vic/property-details-sold-residential-10035578/
Altona Meadows,71 Nicholson St,house,3,0,2017,1,30,private sale,hockingstuart,
Altona North,2/ 14 Mcarthurs Rd,townhouse,4,850000.0,2017,1,19,private sale,hockingstuart,http://www.realestateview.com.au/real-estate/2-14-mcarthurs-road-altona-north-vic/property-details-sold-residential-10489842/
Ancona,34 Black Ore Rd,house,4,365000.0,2017,2,4,auction sale,Mansfield RE,
Anglesea,18 Greeves St,house,3,730000.0,2017,2,4,auction sale,Hayden Anglesea,http://www.realestateview.com.au/real-estate/18-greeves-street-anglesea-vic/property-details-buy-residential-10723927/
Ararat,2/ 4 Beveridge St,house,3,270000.0,2017,1,23,private sale,Ballarat Real Estate Pty Ltd,
Armadale,1/ 2 Armadale St,apartment,1,0,2017,1,17,private sale,hockingstuart,http://www.realestateview.com.au/real-estate/1-2-armadale-street-armadale-vic/property-details-sold-residential-10657788/
Ascot Vale,42 Archer Av,house,3,895000.0,2017,2,4,auction sale,Nelson Alexander,http://www.realestateview.com.au/real-estate/42-archer-avenue-ascot-vale-vic/property-details-buy-residential-10766712/
Ascot Vale,13/ 93 Union Rd,apartment,2,462000.0,2016,12,21,private sale,Nelson Alexander,http://www.realestateview.com.au/real-estate/13-93-union-road-ascot-vale-vic/property-details-sold-residential-10120822/
Ashburton,7A Wirraway Ct,house,3,0,2017,2,4,auction sale,Buxton,http://www.realestateview.com.au/real-estate/7a-wirraway-court-ashburton-vic/property-details-buy-residential-10734219/
Ashwood,1 Heather Av,house,3,1230000.0,2017,2,4,auction sale,Buxton,http://www.realestateview.com.au/real-estate/1-heather-avenue-ashwood-vic/property-details-buy-residential-10759922/
Ashwood,211/ 8 Power Av,apartment,2,0,2017,1,31,private sale,Biggin & Scott Glen Waverley,
Ashwood,4 Mitchell Av,house,3,0,2017,1,25,sold before auction,Buxton,http://www.realestateview.com.au/real-estate/4-mitchell-avenue-ashwood-vic/property-details-sold-residential-10761529/
Avondale Heights,2/ 28 Robson Av,land,0,371000.0,2017,2,4,auction sale,Moonee Valley RE,
Avondale Heights,1 Shane Ct,land,0,1420000.0,2017,2,3,sold before auction,Moonee Valley RE,
Bacchus Marsh,Lot 303 Clifton Dr,land,0,265000.0,2017,2,2,private sale,Barry Plant,
Balaclava,19/ 38 Brighton Rd,townhouse,3,1152000.0,2017,2,4,auction sale,Buxton,http://www.realestateview.com.au/real-estate/19-38-brighton-road-balaclava-vic/property-details-buy-residential-10766995/
Balaclava,2/ 3 Balston St,apartment,1,300000.0,2017,1,17,private sale,Marshall White One,
Ballarat Central,212 Lyons St.N,house,0,630000.0,2017,1,25,private sale,Harcourts Ballarat,
Ballarat Central,811 Macarthur St,house,0,369000.0,2017,1,4,private sale,Harcourts Ballarat,http://www.realestateview.com.au/real-estate/811-macarthur-street-ballarat-central-vic/property-details-buy-residential-10729062/
Ballarat East,2/ 226 Victoria St,unit,0,307000.0,2017,1,24,private sale,Harcourts Ballarat,
Ballarat East,103 Hopetoun St,land,0,125000.0,2017,1,4,private sale,Wilson Estate Agents,
Ballarat North,3/ 8 Walsh Av,townhouse,2,245000.0,2017,1,25,private sale,hockingstuart,http://www.realestateview.com.au/real-estate/3-8-walsh-avenue-ballarat-north-vic/property-details-sold-residential-10502025/
Ballarat North,6 Oakdene Ct,house,3,450000.0,2017,1,23,private sale,Buxton,http://www.realestateview.com.au/real-estate/6-oakdene-court-ballarat-north-vic/property-details-sold-residential-10624307/
Ballarat North,19 Hurley St,house,2,251500.0,2017,1,11,private sale,Ray White Ballarat,http://www.realestateview.com.au/real-estate/19-hurley-street-ballarat-north-vic/property-details-sold-residential-10716425/
Balwyn,120/ 188 Whitehorse Rd,apartment,1,0,2017,2,4,passed in vendor bid,MICM Real Estate,http://www.realestateview.com.au/real-estate/120-188-whitehorse-road-balwyn-vic/property-details-buy-residential-10751180/
Balwyn,8 Raynes St,house,0,0,2017,1,21,private sale,R T Edgar Boroondara,http://www.realestateview.com.au/real-estate/8-raynes-street-balwyn-vic/property-details-sold-residential-10613904/
Balwyn North,41 Helston St,house,4,0,2017,1,14,private sale,Fletchers,http://www.realestateview.com.au/real-estate/41-helston-street-balwyn-north-vic/property-details-sold-residential-10398527/
Baxter,8 Acorn Way,house,3,445000.0,2017,1,12,private sale,Eview Group Frankston,http://www.realestateview.com.au/real-estate/8-acorn-way-baxter-vic/property-details-sold-residential-10733216/
Bayswater,27 Patterson St,house,3,715000.0,2017,2,1,private sale,Ray White Bayswater,http://www.realestateview.com.au/real-estate/27-patterson-street-bayswater-vic/property-details-sold-residential-10746915/
Bayswater,14/ 204-218 Myrtle St,apartment,2,392950.0,2017,1,28,private sale,Methven Professionals,
Bayswater North,27 Huntingdon Av,house,3,630000.0,2016,12,21,private sale,Methven Professionals,
Bealiba,57 Main St,house,3,60000.0,2017,1,28,private sale,Ballarat Real Estate Pty Ltd,
Beaufort,15 Leichardt St,house,4,470000.0,2017,1,25,private sale,Ballarat Real Estate Pty Ltd,http://www.realestateview.com.au/real-estate/15-leichardt-street-beaufort-vic/property-details-sold-residential-10490051/
Beaumaris,28 Mary St,house,3,1460000.0,2017,2,1,private sale,Hodges,
Beaumaris,101 Cromer Rd,house,3,1460000.0,2017,1,30,private sale,Hodges,
Beaumaris,2/ 208 Reserve Rd,house,3,998000.0,2017,1,25,private sale,Century 21 McCann Alliance,http://www.realestateview.com.au/real-estate/2-208-reserve-road-beaumaris-vic/property-details-sold-residential-10718586/
Bell Park,244 Anakie Rd,house,5,307000.0,2017,2,4,passed in at auction,Ray White Lara,http://www.realestateview.com.au/real-estate/244-anakie-road-bell-park-vic/property-details-buy-residential-10734106/
Belmont,4 Batman Cl,house,2,515000.0,2017,2,4,auction sale,Ray White Highton,http://www.realestateview.com.au/real-estate/4-batman-close-belmont-vic/property-details-buy-residential-10759728/
Belmont,26 Leonard St,house,4,610500.0,2017,1,27,sold before auction,Whitford,http://www.realestateview.com.au/real-estate/26-leonard-street-belmont-vic/property-details-buy-residential-10733984/
Benalla,14 Barkly St,house,3,0,2017,1,30,private sale,Kevin Hicks RE,http://www.realestateview.com.au/real-estate/14-barkly-street-benalla-vic/property-details-sold-residential-10674305/
Bendigo,45 Myrtle St,house,3,340000.0,2017,2,4,passed in vendor bid,Dungey Carter Ketterer,http://www.realestateview.com.au/real-estate/45-myrtle-street-bendigo-vic/property-details-buy-residential-10827993/
Bentleigh,11A Mortimore St,townhouse,3,1222500.0,2017,2,4,auction sale,Ray White Carnegie,http://www.realestateview.com.au/real-estate/11a-mortimore-street-bentleigh-vic/property-details-buy-residential-10760226/
Bentleigh,19 Vunabere Av,house,3,0,2017,2,4,sold before auction,McGrath Bentleigh,
Bentleigh East,1/ 9 Francesco St,townhouse,3,775000.0,2017,2,4,auction sale,Stockdale & Leggo Caulfield,http://www.realestateview.com.au/real-estate/1-9-francesco-street-bentleigh-east-vic/property-details-buy-residential-10771691/
Bentleigh East,18 Edinburgh St,house,3,1275000.0,2017,1,23,private sale,Buxton,
Bentleigh East,33 Chauvel St,house,2,0,2017,2,4,auction sale,Buxton,http://www.realestateview.com.au/real-estate/33-chauvel-street-bentleigh-east-vic/property-details-buy-residential-10760355/
Bentleigh East,15A England St,townhouse,4,0,2017,1,27,private sale,hockingstuart,http://www.realestateview.com.au/real-estate/15a-england-street-bentleigh-east-vic/property-details-sold-residential-10597981/
Bentleigh East,8/ 846 Centre Rd,apartment,2,0,2017,1,20,private sale,hockingstuart,http://www.realestateview.com.au/real-estate/8-846-centre-road-bentleigh-east-vic/property-details-sold-residential-10679460/
Berwick,5 Holder Pl,house,4,743000.0,2017,2,4,auction sale,Eview Group - South East,http://www.realestateview.com.au/real-estate/5-holder-place-berwick-vic/property-details-buy-residential-10737996/
Berwick,144 Buchanan Rd,house,3,1840000.0,2017,1,20,private sale,hockingstuart,
Berwick,50 Saul Av,house,4,695000.0,2017,1,17,sold before auction,O'Brien Real Estate Pty Ltd,http://www.realestateview.com.au/real-estate/50-saul-avenue-berwick-vic/property-details-buy-residential-10759709/
Berwick,14 Selkirk Ct,house,3,0,2017,2,1,sold before auction,Harcourts Berwick,
Bet Bet,158 George St,land,0,79000.0,2017,1,26,private sale,Ballarat Real Estate Pty Ltd,http://www.realestateview.com.au/real-estate/158-george-street-bet-bet-vic/property-details-buy-residential-10133712/
Beveridge,6 Belleview Cr,land,0,180000.0,2017,2,1,private sale,Barry Plant,
Beveridge,33 Fairhaven Av,house,3,390000.0,2017,2,1,private sale,Walshe & Whitelock Brunswick,
Beveridge,112 Mandalay Cirt,land,0,195000.0,2017,2,1,private sale,Barry Plant,
Black Rock,1/ 527 Balcombe Rd,unit,2,700000.0,2017,2,4,passed in at auction,Buxton,http://www.realestateview.com.au/real-estate/1-527-balcombe-road-black-rock-vic/property-details-buy-residential-10763253/
Black Rock,9/ 310 Beach Rd,flat/unit/apartment,2,520000.0,2017,1,10,private sale,Century 21 McCann Alliance,http://www.realestateview.com.au/real-estate/9-310-beach-rd-black-rock-vic/property-details-sold-residential-10684014/
