"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","196 Nicholson St","house",3,955000.0,"2016-09-17","auction sale","Collins Simms","http://www.realestateview.com.au/real-estate/196-nicholson-street-abbotsford-vic/property-details-buy-residential-10449753/"
"Abbotsford","42 Valiant St","house",2,890000.0,"2016-09-17","auction sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/42-valiant-street-abbotsford-vic/property-details-sold-residential-10450315/"
"Abbotsford","2/ 89 Stafford St","apartment",2,337500.0,"2016-09-03","sold before auction","Biggin & Scott",""
"Abbotsford","H411/ 12 Trenerry Cr","apartment",1,360000.0,"2016-09-01","private sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/h411-12-trenerry-crescent-abbotsford-vic/property-details-sold-residential-10091656/"
"Abbotsford","29 St Philips St","house",4,"","2016-09-17","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/29-st-philips-street-abbotsford-vic/property-details-buy-residential-10453503/"
"Abbotsford","5/ 2A Mollison St","apartment",3,"","2016-09-05","private sale","Jellis Craig","http://www.realestateview.com.au/real-estate/5-2a-mollison-street-abbotsford-vic/property-details-sold-residential-10420374/"
"Aberfeldie","4 Brunel Ct","house",3,1190000.0,"2016-09-17","auction sale","Barry Plant","http://www.realestateview.com.au/real-estate/4-brunel-court-aberfeldie-vic/property-details-buy-residential-10453875/"
"Aberfeldie","11A Muldowney St","townhouse",3,"","2016-09-16","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/11a-muldowney-street-aberfeldie-vic/property-details-buy-residential-10413930/"
"Airport West","75 King St","house",3,910000.0,"2016-09-17","auction sale","Paul McDonald","http://www.realestateview.com.au/real-estate/75-king-street-airport-west-vic/property-details-buy-residential-10455855/"
"Airport West","6 Kittyhawk Ct","house",4,773000.0,"2016-09-17","auction sale","Brad Teal","http://www.realestateview.com.au/real-estate/6-kittyhawk-court-airport-west-vic/property-details-buy-residential-10446342/"
