"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","212/4 Acacia Pl","apartment",3,1775000.0,"2018-02-24","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/212-4-acacia-place-abbotsford-vic/property-details-buy-residential-11626350/"
"Abbotsford","4LF/4 Acacia Pl","apartment",2,700000.0,"2018-02-24","passed in vendor bid","Dingle Partners",""
"Abbotsford","G06/18 Grosvenor St","apartment",1,390000.0,"2018-02-24","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/g06-18-grosvenor-street-abbotsford-vic/property-details-buy-residential-11633369/"
"Abbotsford","1/2A Mollison St","townhouse",3,1375000.0,"2018-02-24","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/1-2a-mollison-street-abbotsford-vic/property-details-buy-residential-11632063/"
"Abbotsford","41-43 Raphael St","house",2,1224000.0,"2018-02-24","auction sale","Biggin & Scott",""
"Abbotsford","702/1 Acacia Pl","apartment",2,328000.0,"2018-02-20","private sale","Dingle Partners","https://www.realestateview.com.au/real-estate/702-1-acacia-place-abbotsford-vic/property-details-buy-residential-8736140/"
"Abbotsford","B132/627 Victoria St","apartment",2,,"2018-02-21","private sale","McGrath Projects",""
"Abbotsford","B407/627 Victoria St","apartment",2,,"2018-02-20","private sale","McGrath Projects",""
"Aberfeldie","2 Derry St","house",4,,"2018-02-22","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/2-derry-street-aberfeldie-vic/property-details-buy-residential-11594305/"
"Aireys Inlet","15 Painkalac Ct","house",3,935000.0,"2018-02-24","auction sale","Great Ocean Properties",""
"Airport West","1A Clydesdale Rd","house",3,640000.0,"2018-02-24","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/1a-clydesdale-road-airport-west-vic/property-details-buy-residential-11617819/"
"Airport West","2/123 Parer Rd","unit",2,572000.0,"2018-02-24","auction sale","Harcourts Vision",""
"Airport West","91A Marshall Rd","house",3,890000.0,"2018-02-22","sold before auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/91a-marshall-road-airport-west-vic/property-details-buy-residential-11639190/"
"Albanvale","28 Diamond Av","house",4,570000.0,"2018-02-20","sold before auction","Ray White St Albans","https://www.realestateview.com.au/real-estate/28-diamond-avenue-albanvale-vic/property-details-sold-residential-11617208/"
"Albert Park","12/140 Kerferd Rd","apartment",2,690000.0,"2018-02-24","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/12-140-kerferd-road-albert-park-vic/property-details-buy-residential-11622636/"
"Albert Park","28 Herbert Pl","house",2,,"2018-02-22","private sale","Marshall White & Co",""
"Albion","2 Barclay St","house",2,655000.0,"2018-02-24","auction sale","Douglas Kay Sunshine",""
"Albion","8B Brisbane St","townhouse",3,600000.0,"2018-02-24","auction sale","Bells Real Estate","https://www.realestateview.com.au/real-estate/8b-brisbane-street-albion-vic/property-details-buy-residential-11590479/"
"Albion","1/28 Burnewang St","unit",2,670000.0,"2018-02-24","passed in at auction","Cairnlea Realty - Harcourts Deer Park",""
"Albion","8/3 King Edward Av","unit",2,380000.0,"2018-02-24","auction sale","Bells Real Estate","https://www.realestateview.com.au/real-estate/8-3-king-edward-avenue-albion-vic/property-details-buy-residential-11633684/"
"Alfredton","4 Abbey Ct","house",4,510000.0,"2018-02-21","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/4-abbey-court-alfredton-vic/property-details-sold-residential-11409287/"
"Alfredton","18 Balyarta St","house",3,324000.0,"2018-02-12","private sale","Trevor Petrie RE","https://www.realestateview.com.au/real-estate/18-balyarta-street-alfredton-vic/property-details-buy-residential-11635190/"
"Alfredton","16 Perendale St","house",0,475000.0,"2018-02-12","private sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/16-perendale-street-alfredton-vic/property-details-buy-residential-11631728/"
"Alfredton","8 Cuzens Rd","house",4,470000.0,"2018-02-05","private sale","Buxton","https://www.realestateview.com.au/real-estate/8-cuzens-road-alfredton-vic/property-details-buy-residential-11622022/"
"Alfredton","4 Omeo Dr","house",3,328000.0,"2018-02-02","private sale","Buxton","https://www.realestateview.com.au/real-estate/4-omeo-drive-alfredton-vic/property-details-buy-residential-11486638/"
"Alfredton","20 Signature Dr","house",3,440000.0,"2018-01-30","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/20-signature-drive-alfredton-vic/property-details-buy-residential-11407387/"
"Alfredton","7 Sienna St","house",4,574000.0,"2018-01-25","private sale","Buxton","https://www.realestateview.com.au/real-estate/7-sienna-street-alfredton-vic/property-details-buy-residential-10973915/"
"Alfredton","10 Indi St","house",4,,"2018-02-05","private sale","Trevor Petrie RE","https://www.realestateview.com.au/real-estate/10-indi-street-alfredton-vic/property-details-buy-residential-11620705/"
"Alphington","4 Adams St","house",4,2405000.0,"2018-02-24","passed in at auction","Mcgrath Northcote","https://www.realestateview.com.au/real-estate/4-adams-street-alphington-vic/property-details-buy-residential-11619674/"
"Alphington","41 Lucerne Cr","house",4,,"2018-02-24","auction sale","Miles RE","https://www.realestateview.com.au/real-estate/41-lucerne-crescent-alphington-vic/property-details-buy-residential-11633393/"
"Alphington","2/6 Yarralea St","house",3,,"2018-01-22","private sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/2-6-yarralea-street-alphington-vic/property-details-buy-residential-11444199/"
"Altona Meadows","4 Hoddle Way","house",3,632500.0,"2018-02-24","auction sale","Barry Plant",""
"Altona Meadows","2 Newland St","house",2,,"2018-02-22","private sale","Barry Plant",""
"Altona North","8 Cooper Av","house",3,840000.0,"2018-02-24","auction sale","Greg Hocking Elly Partners",""
"Altona North","3/4-6 Begonia Av","townhouse",2,,"2018-02-21","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/3-4-6-begonia-avenue-altona-north-vic/property-details-buy-residential-11254537/"
"Ardeer","8 Glinden Av","house",3,641000.0,"2018-02-24","auction sale","Professionals RE",""
"Ardeer","29 Chatsworth Av","house",3,585000.0,"2018-01-31","private sale","Barry Plant",""
"Ardeer","4/38 Holt St","townhouse",3,600000.0,"2018-01-30","private sale","Barry Plant",""
"Ardeer","38 Sunhill Ct","townhouse",3,,"2018-02-24","passed in at auction","Barry Plant","https://www.realestateview.com.au/real-estate/38-sunhill-court-ardeer-vic/property-details-buy-residential-11610756/"
"Armadale","4 Armadale St","house",4,4250000.0,"2018-02-24","passed in at auction","Marshall White & Co","https://www.realestateview.com.au/real-estate/4-armadale-street-armadale-vic/property-details-buy-residential-11633893/"
"Armadale","5/6-8 Avondale Rd","apartment",1,427000.0,"2018-02-24","auction sale","Marshall White One","https://www.realestateview.com.au/real-estate/5-6-8-avondale-road-armadale-vic/property-details-buy-residential-11626642/"
"Armadale","11/58 Wattletree Rd","townhouse",3,1115000.0,"2018-02-24","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/11-58-wattletree-road-armadale-vic/property-details-buy-residential-11628657/"
"Armadale","7/16 Fulton St","apartment",2,,"2018-02-22","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/7-16-fulton-street-armadale-vic/property-details-buy-residential-11633358/"
"Armadale","2/26 Mercer Rd","apartment",2,,"2018-02-22","auction sale","Jellis Craig",""
"Armadale","62 Kooyong Rd","house",5,,"2018-02-18","sold before auction","R T Edgar","https://www.realestateview.com.au/real-estate/62-kooyong-road-armadale-vic/property-details-buy-residential-11626987/"
"Armstrong Creek","350-363 Horseshoe Bend Rd","house",3,,"2018-02-20","private sale","Buxton",""
"Ascot Vale","2 Bettina Ct","house",3,1320000.0,"2018-02-24","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/2-bettina-court-ascot-vale-vic/property-details-buy-residential-11619012/"
"Ascot Vale","2 Cunningham Ct","townhouse",3,953000.0,"2018-02-24","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/2-cunningham-court-ascot-vale-vic/property-details-buy-residential-11633852/"
"Ascot Vale","28 Gillespie Av","house",3,1080000.0,"2018-02-24","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/28-gillespie-avenue-ascot-vale-vic/property-details-buy-residential-11620992/"
"Ascot Vale","11 Holdsworth St","house",4,1341000.0,"2018-02-24","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/11-holdsworth-street-ascot-vale-vic/property-details-buy-residential-11632466/"
"Ascot Vale","33 South St","house",0,,"2018-02-22","private sale","Jellis Craig",""
"Ascot Vale","2/7 Roxburgh St","townhouse",2,,"2018-02-20","private sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/2-7-roxburgh-street-ascot-vale-vic/property-details-buy-residential-11635574/"
"Ashburton","4 Poulter St","house",2,,"2018-02-24","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/4-poulter-street-ashburton-vic/property-details-buy-residential-11632369/"
"Ashwood","22 Carlyle St","house",3,1554000.0,"2018-02-24","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/22-carlyle-street-ashwood-vic/property-details-buy-residential-11626802/"
"Ashwood","41 Closter Av","house",4,1850000.0,"2018-02-24","auction sale","Buxton Ashburton","https://www.realestateview.com.au/real-estate/41-closter-avenue-ashwood-vic/property-details-buy-residential-11622804/"
"Ashwood","13 Maroondah Rd","house",5,1975000.0,"2018-02-24","auction sale","Buxton Ashburton","https://www.realestateview.com.au/real-estate/13-maroondah-road-ashwood-vic/property-details-buy-residential-11627004/"
"Ashwood","457 Warrigal Rd","house",4,1185500.0,"2018-02-24","auction sale","Buxton Ashburton","https://www.realestateview.com.au/real-estate/457-warrigal-road-ashwood-vic/property-details-buy-residential-11633428/"
"Ashwood","54 Cassinia Av","house",2,1205000.0,"2018-01-15","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/54-cassinia-avenue-ashwood-vic/property-details-sold-residential-11486393/"
