"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","8 Fairchild St","house",2,920000.0,"2018-05-05","private sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/8-fairchild-street-abbotsford-vic/property-details-buy-residential-11771849/"
"Abbotsford","501/372 Johnston St","apartment",0,1800000.0,"2018-04-27","private sale","Biggin & Scott",""
"Abbotsford","29 Raphael St","house",1,775000.0,"2018-04-12","private sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/29-raphael-street-abbotsford-vic/property-details-sold-residential-11698258/"
"Abbotsford","1009/1 Acacia Pl","apartment",2,745000.0,"2018-04-05","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/1009-1-acacia-place-abbotsford-vic/property-details-sold-residential-11481642/"
"Abbotsford","504/12 Trenerry Cr","apartment",1,,"2018-05-11","private sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/504-12-trenerry-crescent-abbotsford-vic/property-details-sold-residential-11596681/"
"Aberfeldie","10A Caroline St","townhouse",4,1785000.0,"2018-05-12","auction sale","Rendina",""
"Airport West","2 South Rd","house",3,880000.0,"2018-05-12","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/2-south-road-airport-west-vic/property-details-buy-residential-11797286/"
"Airport West","46 Cameron St","house",4,1035000.0,"2018-05-11","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/46-cameron-street-airport-west-vic/property-details-buy-residential-11737222/"
"Airport West","46 Kingsley Rd","house",4,985000.0,"2018-05-09","private sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/46-kingsley-road-airport-west-vic/property-details-buy-residential-11784822/"
"Airport West","1/37 Walters Av","unit",3,750000.0,"2018-05-05","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/1-37-walters-avenue-airport-west-vic/property-details-sold-residential-11701088/"
"Airport West","50A Marshall Rd","townhouse",4,930000.0,"2018-04-24","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/50a-marshall-road-airport-west-vic/property-details-sold-residential-11771773/"
"Airport West","47A Bedford St","house",3,,"2018-05-12","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/47a-bedford-street-airport-west-vic/property-details-buy-residential-11797574/"
"Albert Park","58 Draper St","house",3,2030000.0,"2018-05-12","auction sale","Greg Hocking Holdsworth",""
"Albert Park","9 Barrett St","house",3,,"2018-05-12","auction sale","Greg Hocking Holdsworth",""
"Albert Park","48 Withers St","house",2,,"2018-05-12","auction sale","Cayzer","https://www.realestateview.com.au/real-estate/48-withers-street-albert-park-vic/property-details-buy-residential-11799942/"
"Albert Park","102 Page St","house",4,,"2018-05-08","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/102-page-street-albert-park-vic/property-details-buy-residential-11790195/"
"Albion","7/52 King Edward Av","apartment",2,265000.0,"2018-05-07","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/7-52-king-edward-avenue-albion-vic/property-details-buy-residential-11761981/"
"Alfredton","1802C Sturt St","house",3,477500.0,"2018-04-30","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/1802c-sturt-street-alfredton-vic/property-details-sold-residential-11309753/"
"Alfredton","10 The Terrace","house",4,433600.0,"2018-04-18","private sale","Buxton","https://www.realestateview.com.au/real-estate/10-the-terrace-alfredton-vic/property-details-sold-residential-11793974/"
"Alfredton","33 Cuzens Rd","house",4,420000.0,"2018-04-12","private sale","Buxton","https://www.realestateview.com.au/real-estate/33-cuzens-road-alfredton-vic/property-details-sold-residential-11737284/"
"Allendale","60 Elizabeth St","house",3,320000.0,"2018-04-20","private sale","PRD Nationwide","https://www.realestateview.com.au/real-estate/60-elizabeth-street-allendale-vic/property-details-buy-residential-11804256/"
"Alphington","5 St Bernards Rd","house",3,1200000.0,"2018-05-12","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/5-st-bernards-road-alphington-vic/property-details-buy-residential-11805545/"
"Alphington","14A Harker St","townhouse",3,1110000.0,"2018-05-09","sold before auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/14a-harker-street-alphington-vic/property-details-buy-residential-11805303/"
"Alphington","88 Fulham Rd","house",4,2080000.0,"2018-05-01","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/88-fulham-road-alphington-vic/property-details-sold-residential-11775357/"
