"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Airport West","2/15-17 Watt St","apartment",2,479000.0,"2018-09-01","private sale","Barry Plant",""
"Altona North","2/12 Stapley Cr","townhouse",4,,"2018-09-29","passed in at auction","Biggin & Scott",""
"Armadale","1/17 Northcote Rd","townhouse",4,,"2018-09-19","private sale","Marshall White & Co",""
"Armadale","21 Llaneast St","house",3,,"2018-09-13","private sale","Marshall White & Co",""
"Ascot Vale","47 Dalgety Dr","house",4,1540000.0,"2018-09-24","private sale","Brad Teal","https://www.realestateview.com.au/real-estate/47-dalgety-drive-ascot-vale-vic/property-details-sold-residential-12076089/"
"Avondale Heights","14/9A Weyburn Pl","land",0,,"2018-09-17","private sale","Barry Plant",""
"Balaclava","3/107 Grosvenor St","apartment",2,550000.0,"2018-09-23","private sale","McGrath","https://www.realestateview.com.au/real-estate/3-107-grosvenor-street-balaclava-vic/property-details-sold-residential-12078280/"
"Balaclava","2/103 Grosvenor St","apartment",2,835000.0,"2018-09-22","private sale","McGrath","https://www.realestateview.com.au/real-estate/2-103-grosvenor-street-balaclava-vic/property-details-sold-residential-12079524/"
"Balaclava","6/10 Blenheim St","apartment",3,700000.0,"2018-09-21","private sale","McGrath",""
"Ballarat Central","6C Grenville St.S","apartment",3,,"2018-09-29","auction sale","PRD Nationwide",""
"Ballarat East","2a Maxlyn Av","townhouse",0,295000.0,"2018-09-11","private sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/2a-maxlyn-avenue-ballarat-east-vic/property-details-sold-residential-12059623/"
"Balnarring","83 Warrawee Rd","house",3,785000.0,"2018-09-04","private sale","Jacobs & Lowe Mornington","https://www.realestateview.com.au/real-estate/83-warrawee-road-balnarring-vic/property-details-sold-residential-11907317/"
"Balwyn North","3 Highbury St","land",0,1900000.0,"2018-09-29","passed in vendor bid","Ray White Forest Hill",""
"Bayles","35 Hall Rd","house",4,1185000.0,"2018-09-19","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/35-hall-road-bayles-vic/property-details-sold-residential-12101644/"
"Beaumaris","49 Cromer Rd","house",4,,"2018-09-20","private sale","Buxton","https://www.realestateview.com.au/real-estate/49-cromer-road-beaumaris-vic/property-details-sold-residential-12049820/"
"Beaumaris","84 Scott St","house",3,,"2018-09-19","private sale","Buxton","https://www.realestateview.com.au/real-estate/84-scott-street-beaumaris-vic/property-details-sold-residential-12033367/"
"Belmont","10 Mt Pleasant Rd","house",4,712500.0,"2018-09-29","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/10-mt-pleasant-road-belmont-vic/property-details-sold-residential-12092280/"
"Belmont","22 Allitt Av","house",4,770000.0,"2018-09-22","private sale","McGrath","https://www.realestateview.com.au/real-estate/22-allitt-avenue-belmont-vic/property-details-sold-residential-12065907/"
"Bentleigh","22 Gwendoline Av","house",4,,"2018-09-26","private sale","McGrath","https://www.realestateview.com.au/real-estate/22-gwendoline-avenue-bentleigh-vic/property-details-sold-residential-12082325/"
"Berwick","7 Barak Av","house",4,680000.0,"2018-09-02","private sale","Harcourts Narre Warren South","https://www.realestateview.com.au/real-estate/7-barak-avenue-berwick-vic/property-details-buy-residential-11913331/"
"Beveridge","34 Palladium Ccl","house",4,502500.0,"2018-09-27","private sale","Ray White Craigieburn","https://www.realestateview.com.au/real-estate/34-palladium-circle-beveridge-vic/property-details-sold-residential-11986957/"
"Black Rock","1/39 Stanley St","unit",3,1220000.0,"2018-09-18","private sale","Chisholm & Gamon Black Rock",""
"Blackburn North","2/117 Surrey Rd","unit",2,532000.0,"2018-09-13","private sale","Flannagan Peressini & Shaw",""
"Blackburn South","82 Edinburgh Rd","house",4,950000.0,"2018-09-24","private sale","Ray White Blackburn","https://www.realestateview.com.au/real-estate/82-edinburgh-road-blackburn-south-vic/property-details-sold-residential-12084061/"
"Blairgowrie","37 Garden St","house",3,,"2018-09-30","passed in vendor bid","@realty","https://www.realestateview.com.au/real-estate/37-garden-street-blairgowrie-vic/property-details-buy-residential-12092526/"
"Box Hill","31 Barcelona St","house",4,,"2018-09-20","private sale","McGrath",""
"Box Hill South","56 Foch St","house",4,1001000.0,"2018-09-20","sold before auction","Max Brown",""
"Braybrook","2 Palmer St","house",3,653000.0,"2018-09-25","private sale","Douglas Kay Sunshine",""
"Brighton","7/7 Cowra St","apartment",3,,"2018-09-24","private sale","Nick Johnstone Real Estate",""
"Brighton","19 Laburnum St","house",3,,"2018-09-24","private sale","Nick Johnstone Real Estate",""
"Brighton","4/17 Warriston St","apartment",1,,"2018-09-24","private sale","Nick Johnstone Real Estate","https://www.realestateview.com.au/real-estate/4-17-warriston-street-brighton-vic/property-details-sold-residential-11844745/"
"Brighton","14 Sussex St","house",4,,"2018-09-21","private sale","J P Dixon Brighton",""
"Brighton","4/1 Thomson St","house",4,,"2018-09-20","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/4-1-thomson-street-brighton-vic/property-details-sold-residential-12021803/"
"Brighton","2/15 Yuille St","townhouse",3,,"2018-08-11","private sale","J P Dixon Brighton","https://www.realestateview.com.au/real-estate/2-15-yuille-street-brighton-vic/property-details-sold-residential-11755024/"
"Brighton East","47 Blanche St","house",3,,"2018-09-25","private sale","Nick Johnstone Real Estate","https://www.realestateview.com.au/real-estate/47-blanche-street-brighton-east-vic/property-details-sold-residential-12088932/"
"Brighton East","22 Studley Rd","house",5,,"2018-09-21","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/22-studley-road-brighton-east-vic/property-details-buy-residential-12071044/"
"Bulleen","2/35 Harold St","townhouse",3,,"2018-09-24","private sale","Noel Jones","https://www.realestateview.com.au/real-estate/2-35-harold-street-bulleen-vic/property-details-sold-residential-12011805/"
"Burwood","1/3 Tennyson St","townhouse",3,850000.0,"2018-09-29","passed in vendor bid","Fletchers","https://www.realestateview.com.au/real-estate/1-3-tennyson-street-burwood-vic/property-details-buy-residential-12054363/"
"Canadian","4 Clayton Park Dr","house",0,427500.0,"2018-09-26","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/4-clayton-park-drive-canadian-vic/property-details-sold-residential-11825974/"
"Canadian","Lot 2/326 Clayton St","land",0,150000.0,"2018-09-23","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/lot-2-326-clayton-street-canadian-vic/property-details-sold-residential-10444105/"
"Caulfield South","1/3 Frederick St","unit",3,,"2018-09-20","private sale","Hodges",""
"Chirnside Park","20 Allambi Rd","house",4,780000.0,"2018-09-29","passed in vendor bid","Ray White Mitcham","https://www.realestateview.com.au/real-estate/20-allambi-road-chirnside-park-vic/property-details-sold-residential-12107119/"
