"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","24 Cooke St","house",2,1050000.0,"2017-04-29","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/24-cooke-street-abbotsford-vic/property-details-buy-residential-10960951/"
"Abbotsford","198 Gipps St","house",2,1242000.0,"2017-04-29","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/198-gipps-street-abbotsford-vic/property-details-buy-residential-10964396/"
"Abbotsford","22 Lulie St","house",3,1165000.0,"2017-04-29","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/22-lulie-street-abbotsford-vic/property-details-buy-residential-10960988/"
"Abbotsford","3/ 73 Nicholson St","apartment",3,"","2017-04-11","private sale","Jellis Craig",""
"Aberfeldie","2 Derry St","house",4,1740000.0,"2017-04-29","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/2-derry-street-aberfeldie-vic/property-details-buy-residential-10958494/"
"Aberfeldie","5 Allan St","house",4,"","2017-04-29","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/5-allan-street-aberfeldie-vic/property-details-buy-residential-10935123/"
"Aberfeldie","7 Rita St","house",3,"","2017-04-29","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/7-rita-street-aberfeldie-vic/property-details-buy-residential-10947088/"
"Airport West","66 Bowes Av","house",3,905000.0,"2017-04-29","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/66-bowes-avenue-airport-west-vic/property-details-buy-residential-10960120/"
"Airport West","67 Halsey Rd","unit",3,510000.0,"2017-04-29","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/67-halsey-road-airport-west-vic/property-details-buy-residential-10970643/"
"Airport West","2/ 80 Hawker St","unit",2,480000.0,"2017-04-29","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/2-80-hawker-street-airport-west-vic/property-details-buy-residential-10962066/"
"Airport West","1/ 12 Laurence Av","townhouse",3,723000.0,"2017-04-29","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/1-12-laurence-avenue-airport-west-vic/property-details-buy-residential-10946904/"
"Airport West","129A Marshall Rd","land",0,320000.0,"2017-04-29","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/129a-marshall-road-airport-west-vic/property-details-buy-residential-10969374/"
"Albanvale","3 Newark Ct","house",3,520000.0,"2017-04-08","sold before auction","YPA Estate Agents",""
"Albanvale","10 Robyn Av","house",3,"","2017-04-29","passed in vendor bid","YPA Estate Agents",""
"Albert Park","6 Gray La","house",3,2035000.0,"2017-04-29","auction sale","Whitefox Real Estate",""
"Albert Park","2A Mills St","townhouse",2,1500000.0,"2017-04-29","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/2a-mills-street-albert-park-vic/property-details-buy-residential-10965092/"
"Albert Park","342 Montague St","house",3,3050000.0,"2017-04-29","auction sale","Greg Hocking Holdsworth",""
"Albert Park","46 Withers St","house",2,1190000.0,"2017-04-29","auction sale","R T Edgar Albert Park","https://www.realestateview.com.au/real-estate/46-withers-street-albert-park-vic/property-details-buy-residential-10956923/"
"Albert Park","81 Merton St","house",4,"","2017-04-29","auction sale","Greg Hocking Holdsworth",""
"Albion","8/ 10 Burnewang St","flat",2,325000.0,"2017-04-25","private sale","Douglas Kay Sunshine",""
"Alfredton","Lot 478 Arch Dr","land",0,"","2017-04-26","private sale","hockingstuart",""
"Alphington","23 Yarralea St","house",3,1810000.0,"2017-04-29","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/23-yarralea-street-alphington-vic/property-details-buy-residential-10954372/"
"Altona","12 Kookaburra St","house",3,1165000.0,"2017-04-29","auction sale","Greg Hocking Elly Partners",""
"Altona","13 Linnet St","house",3,1295000.0,"2017-04-29","auction sale","Greg Hocking Elly Partners",""
"Altona","1C Boyd St","townhouse",2,"","2017-04-29","auction sale","Greg Hocking Elly Partners",""
"Altona North","23 Rymill Ct","house",3,910000.0,"2017-04-29","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/23-rymill-court-altona-north-vic/property-details-buy-residential-10954925/"
"Altona North","3/ 16 Bryan Av","unit",1,"","2017-04-29","passed in at auction","Raine & Horne Williamstown","https://www.realestateview.com.au/real-estate/3-16-bryan-avenue-altona-north-vic/property-details-buy-residential-10961149/"
"Ardeer","3 Rockwood St","townhouse",3,503000.0,"2017-04-29","auction sale","Bells Real Estate","https://www.realestateview.com.au/real-estate/3-rockwood-street-ardeer-vic/property-details-buy-residential-10941710/"
"Ardeer","721 Ballarat Rd","house",3,"","2017-04-29","passed in at auction","Calder Real Estate Agents",""
"Armadale","18/ 11-13 Llaneast St","apartment",1,430000.0,"2017-04-29","passed in at auction","hockingstuart","https://www.realestateview.com.au/real-estate/18-11-13-llaneast-street-armadale-vic/property-details-buy-residential-10966269/"
"Armadale","1/ 25 Mercer Rd","unit",3,2120000.0,"2017-04-29","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/1-25-mercer-road-armadale-vic/property-details-buy-residential-10957260/"
"Armadale","6/ 15 Denbigh Rd","apartment",2,"","2017-04-29","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/6-15-denbigh-road-armadale-vic/property-details-buy-residential-10952415/"
"Armadale","6/ 581 Orrong Rd","apartment",1,"","2017-04-29","auction sale","Marshall White One","https://www.realestateview.com.au/real-estate/6-581-orrong-road-armadale-vic/property-details-buy-residential-10963779/"
"Armadale","8/ 15 Egerton Rd","apartment",2,"","2017-04-13","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/8-15-egerton-road-armadale-vic/property-details-sold-residential-10920113/"
