"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","28 Greenwood St","house",3,976000.0,"2015-09-26","auction sale","Biggin & Scott","http://www.realestateview.com.au/Real-Estate/28-greenwood-street-abbotsford/Property-Details-sold-residential-9436632.html"
"Abbotsford","13 Raphael St","house",3,936000.0,"2015-09-26","auction sale","Biggin & Scott","http://www.realestateview.com.au/Real-Estate/13-raphael-street-abbotsford/Property-Details-sold-residential-9417256.html"
"Abbotsford","Nicholson St","house",3,1427000.0,"2015-09-16","private sale","hockingstuart",""
"Airport West","54 Elstone Av","house",3,760000.0,"2015-09-26","passed in at auction","Barry Plant",""
"Airport West","1/ 74 Fraser St","townhouse",3,667500.0,"2015-09-26","auction sale","Barry Plant","http://www.realestateview.com.au/Real-Estate/1-74-fraser-street-airport-west/Property-Details-sold-residential-9428522.html"
"Airport West","28 Hillside Gr","house",3,605000.0,"2015-09-26","auction sale","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/28-hillside-grove-airport-west/Property-Details-sold-residential-9397530.html"
"Airport West","27 Kingsley Rd","house",3,660000.0,"2015-09-26","auction sale","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/27-kingsley-road-airport-west/Property-Details-sold-residential-9413572.html"
"Airport West","43A Bedford St","house",3,"","2015-09-26","auction sale","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/43a-bedford-street-airport-west/Property-Details-sold-residential-9440628.html"
"Albanvale","28 Fairfax Cirt","house",3,"","2015-09-26","passed in vendor bid","YPA Estate Agents Derrimut",""
"Albert Park","13/ 156 Beaconsfield Pde","townhouse",3,1600000.0,"2015-09-26","auction sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/13-156-beaconsfield-parade-albert-park/Property-Details-sold-residential-9444362.html"
"Albert Park","179 Bleakhouse La","house",4,1910000.0,"2015-09-26","passed in at auction","hockingstuart","http://www.realestateview.com.au/Real-Estate/179-bleakhouse-lane-albert-park/Property-Details-sold-residential-9439494.html"
"Albert Park","12 Danks St","house",3,1610000.0,"2015-09-26","passed in at auction","Greg Hocking Holdsworth",""
"Albert Park","68 Little Page St","townhouse",3,1595000.0,"2015-09-26","auction sale","Chisholm & Gamon","http://www.realestateview.com.au/Real-Estate/68-little-page-street-albert-park/Property-Details-sold-residential-9428758.html"
"Albert Park","87 St Vincent St","house",3,1900000.0,"2015-09-26","sold before auction","Marshall White & Co","http://www.realestateview.com.au/Real-Estate/87-st-vincent-street-albert-park/Property-Details-sold-residential-9439884.html"
"Albert Park","88 Victoria Av","house",3,2650000.0,"2015-09-26","passed in at auction","Cayzer",""
"Albert Park","29 Young St","house",4,1590000.0,"2015-09-23","sold before auction","R T Edgar Albert Park","http://www.realestateview.com.au/Real-Estate/29-young-street-albert-park/Property-Details-sold-residential-9444182.html"
"Albert Park","Withers St","apartment",1,395000.0,"2015-09-18","private sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/6-72-withers-street-albert-park/Property-Details-sold-residential-9154744.html"
"Albert Park","19 Withers St","house",2,"","2015-09-26","auction sale","Marshall White & Co","http://www.realestateview.com.au/Real-Estate/19-withers-street-albert-park/Property-Details-sold-residential-9435552.html"
"Albert Park","27 Danks St","townhouse",3,"","2015-09-04","sold before auction","Marshall White & Co",""
"Albion","66 Adelaide St","house",4,700000.0,"2015-09-26","passed in vendor bid","Jas Stephens - Yarraville",""
"Albion","13 Coolamon St","house",3,500000.0,"2015-09-26","auction sale","Bells Real Estate",""
"Albion","11 Hayden Cr","house",2,425000.0,"2015-09-26","auction sale","Bells Real Estate","http://www.realestateview.com.au/Real-Estate/11-hayden-crescent-albion/Property-Details-sold-residential-9443898.html"
"Albion","5 Ridley St","house",4,580000.0,"2015-09-26","passed in vendor bid","Biggin & Scott",""
"Alfredton","Victory Av","house",3,305000.0,"2015-09-23","private sale","PRD Nationwide",""
"Alfredton","Carrum St","land",0,169950.0,"2015-09-22","private sale","hockingstuart",""
"Alfredton","Learmonth St","townhouse",0,312500.0,"2015-09-22","private sale","Harcourts Ballarat","http://www.realestateview.com.au/Real-Estate/2-4-learmonth-street-alfredton/Property-Details-sold-residential-9524012.html"
"Alfredton","Dromana St","land",0,165000.0,"2015-09-05","private sale","Ray White Ballarat","http://www.realestateview.com.au/Real-Estate/4-dromana-street-alfredton/Property-Details-sold-residential-9431972.html"
"Alfredton","Prince Of Wales Blvd","land",0,"","2015-09-22","private sale","hockingstuart",""
"Alfredton","Prince Of Wales Blvd","land",0,"","2015-09-22","private sale","hockingstuart",""
"Alfredton","Sturt St","land",0,"","2015-09-22","private sale","hockingstuart",""
"Alphington","3/ 1 Arbor St","apartment",2,400000.0,"2015-09-26","passed in at auction","Barry Plant","http://www.realestateview.com.au/Real-Estate/3-1-arbor-street-alphington/Property-Details-sold-residential-9442744.html"
"Alphington","Como St","house",3,1300000.0,"2015-09-21","private sale","Thomas Quixley Fairfield",""
"Alphington","2/ 1 Hamilton St","house",3,"","2015-09-26","sold before auction","Jellis Craig","http://www.realestateview.com.au/Real-Estate/2-1-hamilton-street-alphington/Property-Details-sold-residential-9435542.html"
"Altona","63 Maidstone St","house",3,855000.0,"2015-09-26","auction sale","Barlow McEwan Tribe",""
"Altona","6/ 34-36 Upton St","unit",2,435000.0,"2015-09-26","auction sale","hockingstuart",""
"Altona","76 Civic Pde","house",3,740000.0,"2015-08-27","sold before auction","hockingstuart","http://www.realestateview.com.au/Real-Estate/76-civic-parade-altona/Property-Details-sold-residential-9495290.html"
"Altona Meadows","63 Hall Av","house",4,480000.0,"2015-09-18","sold before auction","hockingstuart","http://www.realestateview.com.au/Real-Estate/63-hall-avenue-altona-meadows/Property-Details-sold-residential-9418644.html"
"Altona North","2/ 25 Marion St","townhouse",3,"","2015-09-26","passed in vendor bid","hockingstuart",""
"Apollo Bay","41 Murray St","house",3,330000.0,"2015-09-26","passed in at auction","Smyth Real Estate Apollo Bay",""
"Ararat","15 Neylan St","house",3,70000.0,"2015-09-26","passed in at auction","First National Real Estate Ararat",""
"Ararat","8923 Mortlake-Ararat Rd","house",4,"","2015-09-26","passed in vendor bid","Elders RE Ararat",""
"Ardeer","86 Mclaughlin St","house",3,350000.0,"2015-09-26","passed in at auction","Raine & Horne Ascot Vale",""
"Armadale","15/ 38 Northcote Rd","apartment",2,552000.0,"2015-09-26","auction sale","Jellis Craig","http://www.realestateview.com.au/Real-Estate/15-38-northcote-road-armadale/Property-Details-sold-residential-9425954.html"
"Armadale","3/ 58 Sutherland Rd","apartment",2,626000.0,"2015-09-26","auction sale","Hodges","http://www.realestateview.com.au/Real-Estate/3-58-sutherland-road-armadale/Property-Details-sold-residential-9428934.html"
"Armadale","6/ 62 Wattletree Rd","apartment",2,808000.0,"2015-09-26","auction sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/6-62-wattletree-road-armadale/Property-Details-sold-residential-9440606.html"
"Armadale","48A Hampden Rd","house",4,"","2015-09-26","auction sale","Jellis Craig","http://www.realestateview.com.au/Real-Estate/48a-hampden-road-armadale/Property-Details-sold-residential-9431686.html"
"Armadale","4/ 54 Sutherland Rd","apartment",1,"","2015-09-26","auction sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/4-54-sutherland-road-armadale/Property-Details-sold-residential-9440666.html"
"Ascot Vale","4 Bayview Tce","house",3,1545000.0,"2015-09-26","auction sale","Brad Teal","http://www.realestateview.com.au/Real-Estate/4-bayview-terrace-ascot-vale/Property-Details-sold-residential-9402932.html"
"Ascot Vale","Fenton St","house",3,881000.0,"2015-09-14","private sale","Hodges","http://www.realestateview.com.au/Real-Estate/63-fenton-street-ascot-vale/Property-Details-sold-residential-9345238.html"
"Ascot Vale","1/ 42 Walter St","townhouse",3,"","2015-09-26","passed in at auction","masonmeredith AGENT",""
"Ascot Vale","60 Myrnong Cr","house",3,"","2015-09-20","sold before auction","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/60-myrnong-crescent-ascot-vale/Property-Details-sold-residential-9434094.html"
"Ashburton","49 Alamein Av","house",3,1305000.0,"2015-09-26","auction sale","Buxton","http://www.realestateview.com.au/Real-Estate/49-alamein-avenue-ashburton/Property-Details-sold-residential-9447092.html"
"Ashwood","31 High Street Rd","house",4,1512000.0,"2015-09-26","auction sale","Fletchers","http://www.realestateview.com.au/Real-Estate/31-high-street-road-ashwood/Property-Details-sold-residential-9379082.html"
"Ashwood","1/ 15 May Park Av","unit",2,715000.0,"2015-09-26","auction sale","Buxton","http://www.realestateview.com.au/Real-Estate/1-15-may-park-avenue-ashwood/Property-Details-sold-residential-9431890.html"
"Ashwood","1/ 2 Heather Av","villa",2,675000.0,"2015-09-25","sold before auction","Tim Dwyer Ashburton","http://www.realestateview.com.au/Real-Estate/1-2-heather-avenue-ashwood/Property-Details-sold-residential-9424586.html"
"Ashwood","14 Rocklands Rd","house",3,1230000.0,"2015-09-25","sold before auction","Tim Dwyer Ashburton","http://www.realestateview.com.au/Real-Estate/14-rocklands-road-ashwood/Property-Details-sold-residential-9424524.html"
"Aspendale","24/ 14-16 Robertson Pde","unit",2,550000.0,"2015-09-26","auction sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/24-14-16-robertson-parade-aspendale/Property-Details-sold-residential-9434648.html"
"Aspendale Gardens","20/ 1-3 Mcintosh Ct","unit",2,410000.0,"2015-09-26","auction sale","iSell",""
"Aspendale Gardens","10 Coconut Gr","house",4,860000.0,"2015-09-22","sold before auction","Ray White Mordialloc","http://www.realestateview.com.au/Real-Estate/10-coconut-grove-aspendale-gardens/Property-Details-sold-residential-9457678.html"
"Aspendale Gardens","178 Wells Rd","house",4,706500.0,"2015-09-12","sold before auction","iSell",""
"Attwood","40 Threadneedle St","house",4,765000.0,"2015-09-22","sold before auction","Barry Plant",""
"Avondale Heights","6 Brentwood Dr","house",4,1000000.0,"2015-09-26","passed in vendor bid","Harcourts Vision",""
"Avondale Heights","199 Canning St","house",3,665000.0,"2015-09-26","auction sale","Harcourts Vision",""
"Avondale Heights","20B Charmaine Av","townhouse",2,455000.0,"2015-09-26","auction sale","Frank Dowling Essendon",""
"Avondale Heights","3/ 120 Riviera Rd","townhouse",2,550000.0,"2015-09-26","passed in vendor bid","Nelson Alexander",""
"Axe Creek","551 Axe Creek Rd","house",4,"","2015-09-26","passed in at auction","Elders Bendigo",""
"Balaclava","4/ 34 Gourlay St","townhouse",2,680000.0,"2015-09-26","passed in vendor bid","Buxton",""
"Balaclava","Grosvenor St","flat",2,"","2015-09-22","private sale","Gary Peer & Associates",""
"Ballarat Central","209 Doveton St.S","house",3,392500.0,"2015-09-26","auction sale","hockingstuart",""
"Ballarat Central","Humffray St.N","house",3,250000.0,"2015-09-25","private sale","hockingstuart",""
"Ballarat Central","Raglan St.S","house",3,377000.0,"2015-09-23","private sale","PRD Nationwide",""
"Ballarat Central","Dana St","house",3,385000.0,"2015-09-19","private sale","Ballarat Real Estate Pty Ltd",""
"Ballarat Central","Hopetoun St","house",4,350000.0,"2015-08-29","private sale","Ray White Ballarat",""
"Ballarat East","Hopetoun St","house",3,280000.0,"2015-09-21","private sale","Ballarat Real Estate Pty Ltd","http://www.realestateview.com.au/Real-Estate/65-hopetoun-street-ballarat-east/Property-Details-sold-residential-8929134.html"
"Ballarat East","Eureka St","house",3,200000.0,"2015-08-19","private sale","Ray White Ballarat",""
"Ballarat East","206 Peel St.N","house",3,"","2015-09-26","passed in vendor bid","Professionals Ballarat",""
"Ballarat North","Paling St","house",6,575000.0,"2015-09-21","private sale","PRD Nationwide","http://www.realestateview.com.au/Real-Estate/18-paling-street-ballarat-north/Property-Details-sold-residential-9232280.html"
"Ballarat North","Walker St","house",3,270000.0,"2015-09-21","private sale","Ballarat Real Estate Pty Ltd","http://www.realestateview.com.au/Real-Estate/405-walker-street-ballarat-north/Property-Details-sold-residential-9416616.html"
"Ballarat North","Lake View Ct","house",4,460000.0,"2015-09-18","private sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/8-lake-view-court-ballarat-north/Property-Details-sold-residential-9449312.html"
"Ballarat North","View Ct","house",0,500000.0,"2015-09-03","private sale","Harcourts Ballarat","http://www.realestateview.com.au/Real-Estate/5-view-court-ballarat-north/Property-Details-sold-residential-9436920.html"
"Balwyn","6 Birdwood St","house",5,2500000.0,"2015-09-26","passed in at auction","hockingstuart",""
