"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Airport West","32A Cameron St","unit",3,932500.0,"2018-06-23","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/32a-cameron-street-airport-west-vic/property-details-buy-residential-11885224/"
"Albanvale","1 Concord Cirt","house",3,465000.0,"2018-06-23","auction sale","YPA Estate Agents",""
"Albanvale","10 Fernhill Ct","house",4,531000.0,"2018-06-12","private sale","Barry Plant",""
"Albert Park","13 Kerferd Pl","house",4,3325000.0,"2018-06-23","auction sale","The Agency",""
"Albert Park","17 Erskine St","house",4,,"2018-06-02","private sale","Greg Hocking Holdsworth",""
"Albert Park","79 Graham St","house",3,,"2018-05-15","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/79-graham-street-albert-park-vic/property-details-sold-residential-11702411/"
"Albion","16 Wyalong St","house",3,600000.0,"2018-06-19","private sale","Stockdale & Leggo Sunshine",""
"Alfredton","35 Alfredton Dr","house",0,550000.0,"2018-05-30","private sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/35-alfredton-drive-alfredton-vic/property-details-buy-residential-11837629/"
"Alphington","28 Smith St","house",4,,"2018-06-23","passed in at auction","Jellis Craig","https://www.realestateview.com.au/real-estate/28-smith-street-alphington-vic/property-details-buy-residential-11836102/"
"Armadale","2 Alleyne Av","house",3,1710000.0,"2018-06-23","passed in at auction","Jellis Craig","https://www.realestateview.com.au/real-estate/2-alleyne-avenue-armadale-vic/property-details-buy-residential-11890477/"
"Armadale","29 Northcote Rd","house",4,,"2018-06-23","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/29-northcote-road-armadale-vic/property-details-buy-residential-11892778/"
"Armstrong Creek","29 Beekeeper Rd","house",4,560000.0,"2018-06-23","passed in vendor bid","Gartland RE Geelong",""
"Ascot Vale","99 Charles St","land",0,2187500.0,"2018-06-23","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/99-charles-street-ascot-vale-vic/property-details-buy-residential-11884565/"
"Ascot Vale","3/27 Harold St","unit",2,492000.0,"2018-06-23","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/3-27-harold-street-ascot-vale-vic/property-details-buy-residential-11885832/"
"Ascot Vale","19/1-7 Sandown Rd","apartment",3,625000.0,"2018-06-23","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/19-1-7-sandown-road-ascot-vale-vic/property-details-buy-residential-11882929/"
"Ascot Vale","43 Dalgety Dr","house",4,1380000.0,"2018-06-22","sold before auction","alexkarbon",""
"Ascot Vale","17 Harold St","land",0,940000.0,"2018-06-20","sold before auction","Jellis Craig","https://www.realestateview.com.au/real-estate/17-harold-street-ascot-vale-vic/property-details-buy-residential-11888857/"
"Ashburton","5 Oliver St","house",4,1710000.0,"2018-06-23","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/5-oliver-street-ashburton-vic/property-details-buy-residential-11890952/"
"Ashburton","6 Bona St","house",4,2640000.0,"2018-05-21","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/6-bona-street-ashburton-vic/property-details-sold-residential-11818407/"
"Ashburton","44 Baker Pde","house",3,,"2018-06-23","passed in vendor bid","Buxton Ashburton","https://www.realestateview.com.au/real-estate/44-baker-parade-ashburton-vic/property-details-buy-residential-11893615/"
"Ashwood","6 George St","house",5,1755000.0,"2018-06-23","auction sale","Buxton Ashburton","https://www.realestateview.com.au/real-estate/6-george-street-ashwood-vic/property-details-buy-residential-11891356/"
"Ashwood","3/111 Huntingdale Rd","unit",2,602500.0,"2018-06-23","auction sale","Buxton Ashburton","https://www.realestateview.com.au/real-estate/3-111-huntingdale-road-ashwood-vic/property-details-buy-residential-11897391/"
"Ashwood","1/23 May Park Av","house",3,1020000.0,"2018-06-23","passed in at auction","Marshall White & Co","https://www.realestateview.com.au/real-estate/1-23-may-park-avenue-ashwood-vic/property-details-buy-residential-11887435/"
"Ashwood","20A Cleveland Rd","townhouse",4,,"2018-06-23","passed in at auction","Harcourts Judd White",""
"Aspendale Gardens","5/3 Mcintosh Ct","unit",2,573500.0,"2018-06-23","auction sale","Buxton",""
"Avondale Heights","15 Charmaine Av","house",4,1000000.0,"2018-06-23","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/15-charmaine-avenue-avondale-heights-vic/property-details-buy-residential-11886345/"
"Avondale Heights","88 Clarendon St","house",3,740000.0,"2018-06-23","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/88-clarendon-street-avondale-heights-vic/property-details-buy-residential-11886105/"
"Avondale Heights","5 Edmonds Ct","house",3,814000.0,"2018-06-23","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/5-edmonds-court-avondale-heights-vic/property-details-buy-residential-11899025/"
"Bacchus Marsh","20 Mcfarland St","house",3,450000.0,"2018-06-23","auction sale","Arbee RE Bacchus Marsh",""
"Balaclava","3/22 Sycamore Gr","apartment",2,540000.0,"2018-06-21","sold before auction","Woodards Oakleigh","https://www.realestateview.com.au/real-estate/3-22-sycamore-grove-balaclava-vic/property-details-buy-residential-11888242/"
"Ballarat Central","217 Doveton St.S","house",2,263000.0,"2018-06-23","auction sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/217-doveton-street-south-ballarat-central-vic/property-details-buy-residential-11883369/"
"Ballarat Central","322 Lyons St.S","house",3,500500.0,"2018-06-23","auction sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/322-lyons-street-south-ballarat-central-vic/property-details-buy-residential-11893829/"
"Ballarat Central","403 Armstrong St.S","house",2,310000.0,"2018-06-19","private sale","Biggin & Scott",""
"Ballarat East","4 Dodds La","house",2,235000.0,"2018-06-19","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/4-dodds-lane-ballarat-east-vic/property-details-buy-residential-11854590/"
"Ballarat East","12 Ford St","house",3,345000.0,"2018-06-03","private sale","Ray White Ballarat","https://www.realestateview.com.au/real-estate/12-ford-street-ballarat-east-vic/property-details-sold-residential-11864844/"
"Ballarat North","1024 Lydiard St.N","house",3,367000.0,"2018-06-06","private sale","Biggin & Scott",""
"Balwyn","12 Relowe Cr","house",6,2980000.0,"2018-06-23","passed in at auction","Marshall White & Co","https://www.realestateview.com.au/real-estate/12-relowe-crescent-balwyn-vic/property-details-buy-residential-11885205/"
"Balwyn","2/31 Weir St","unit",2,630000.0,"2018-06-23","passed in vendor bid","Noel Jones","https://www.realestateview.com.au/real-estate/2-31-weir-street-balwyn-vic/property-details-buy-residential-11890010/"
"Balwyn","24 Kenilworth St","house",3,,"2018-06-23","auction sale","Fletchers","https://www.realestateview.com.au/real-estate/24-kenilworth-street-balwyn-vic/property-details-buy-residential-11871570/"
"Balwyn","1/55 Yarrbat Av","unit",3,,"2018-06-23","passed in at auction","Biggin & Scott Glen Waverley",""
"Balwyn","11 Alandale Av","house",5,,"2018-05-23","private sale","Ray White Balwyn",""
"Balwyn North","1 Buchanan Av","house",4,1600000.0,"2018-06-23","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/1-buchanan-avenue-balwyn-north-vic/property-details-buy-residential-11885250/"
"Balwyn North","4 Gould St","house",3,1530000.0,"2018-06-23","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/4-gould-street-balwyn-north-vic/property-details-buy-residential-11850203/"
"Balwyn North","39 Kawarren St","house",4,1450000.0,"2018-06-23","passed in at auction","Jellis Craig","https://www.realestateview.com.au/real-estate/39-kawarren-street-balwyn-north-vic/property-details-buy-residential-11889823/"
"Balwyn North","8 Seattle St","house",4,1600000.0,"2018-06-23","passed in vendor bid","Kay & Burton","https://www.realestateview.com.au/real-estate/8-seattle-street-balwyn-north-vic/property-details-buy-residential-11891413/"
"Balwyn North","25 Hillview Rd","house",0,1465000.0,"2018-06-14","private sale","Woodards","https://www.realestateview.com.au/real-estate/25-hillview-road-balwyn-north-vic/property-details-buy-residential-11903791/"
"Balwyn North","35 Fintonia St","house",4,,"2018-06-23","auction sale","Fletchers","https://www.realestateview.com.au/real-estate/35-fintonia-street-balwyn-north-vic/property-details-buy-residential-11882407/"
"Balwyn North","2 Lloyd St","house",6,,"2018-06-23","passed in at auction","Mandy Lee Real Estate",""
"Balwyn North","1 Tovey St","house",5,,"2018-06-23","auction sale","Ray White Balwyn","https://www.realestateview.com.au/real-estate/1-tovey-street-balwyn-north-vic/property-details-buy-residential-11882363/"
"Balwyn North","28 Tuxen St","house",3,,"2018-06-23","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/28-tuxen-street-balwyn-north-vic/property-details-buy-residential-11889018/"
"Balwyn North","21 Cascade St","house",3,,"2018-06-01","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/21-cascade-street-balwyn-north-vic/property-details-buy-residential-11824772/"
"Bangholme","204 Pillars Rd","land",0,,"2018-06-01","private sale","Ray White Manningham","https://www.realestateview.com.au/real-estate/204-pillars-road-bangholme-vic/property-details-buy-residential-11871867/"
"Bangholme","80 Riverend Rd","land",0,,"2018-06-01","private sale","Ray White Manningham",""
"Barwon Heads","22 Thorn St","house",3,930000.0,"2018-06-15","sold before auction","Bellarine Property","https://www.realestateview.com.au/real-estate/22-thorn-street-barwon-heads-vic/property-details-sold-residential-11890994/"
"Bayswater","16 View Rd","house",3,1570000.0,"2018-06-23","passed in at auction","First National Real Estate KEW",""
"Bayswater","11 Sasses Av","house",3,710000.0,"2018-06-20","sold before auction","Barry Plant","https://www.realestateview.com.au/real-estate/11-sasses-avenue-bayswater-vic/property-details-buy-residential-11875900/"
"Bayswater","201/7-9 Birch St","apartment",1,365000.0,"2018-06-15","private sale","Bell RE Belgrave","https://www.realestateview.com.au/real-estate/201-7-9-birch-street-bayswater-vic/property-details-buy-residential-11832137/"
"Bayswater North","48 Burdekin Av","house",5,825000.0,"2018-06-02","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/48-burdekin-avenue-bayswater-north-vic/property-details-sold-residential-11697458/"
"Beaufort","Lot 54 Hains Cl","land",0,57000.0,"2018-06-17","private sale","Ballarat Real Estate Pty Ltd",""
"Beaufort","8 Olinda St","house",2,260000.0,"2018-06-17","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/8-olinda-street-beaufort-vic/property-details-buy-residential-11654626/"
"Beaufort","Lot 58 Hains Cl","land",0,54000.0,"2018-06-16","private sale","Ballarat Real Estate Pty Ltd",""
"Beaufort","28 Sturt St","house",4,485000.0,"2018-06-16","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/28-sturt-street-beaufort-vic/property-details-buy-residential-11779456/"
"Beaumaris","1/378 Balcombe Rd","townhouse",3,900000.0,"2018-06-23","passed in vendor bid","Hodges","https://www.realestateview.com.au/real-estate/1-378-balcombe-road-beaumaris-vic/property-details-buy-residential-11882332/"
"Beaumaris","84 Wells Rd","house",4,1550000.0,"2018-06-23","auction sale","Buxton","https://www.realestateview.com.au/real-estate/84-wells-road-beaumaris-vic/property-details-buy-residential-11892239/"
