"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","143 Charles St","house",3,1635000.0,"2017-08-12","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/143-charles-street-abbotsford-vic/property-details-buy-residential-11194272/"
"Abbotsford","10 James St","house",2,940000.0,"2017-08-12","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/10-james-street-abbotsford-vic/property-details-sold-residential-11191663/"
"Abbotsford","17 Valiant St","house",3,1375000.0,"2017-08-12","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/17-valiant-street-abbotsford-vic/property-details-buy-residential-11196207/"
"Abbotsford","1/ 50 Valiant St","townhouse",4,1525000.0,"2017-08-12","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/1-50-valiant-street-abbotsford-vic/property-details-buy-residential-11195023/"
"Aberfeldie","241 Buckley St","house",4,1380000.0,"2017-08-12","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/241-buckley-street-aberfeldie-vic/property-details-buy-residential-11184752/"
"Aberfeldie","130A The Boulevard","house",4,2300000.0,"2017-08-12","passed in vendor bid","alexkarbon",""
"Aberfeldie","53A Vida St","townhouse",3,1370000.0,"2017-08-12","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/53a-vida-street-aberfeldie-vic/property-details-buy-residential-11182248/"
"Airport West","18A Creswell Av","unit",3,700000.0,"2017-08-12","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/18a-creswell-avenue-airport-west-vic/property-details-buy-residential-11188410/"
"Airport West","44 Moorna Dr","townhouse",4,950000.0,"2017-08-12","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/44-moorna-drive-airport-west-vic/property-details-buy-residential-11183383/"
"Albanvale","51A President Rd","unit",2,415000.0,"2017-07-24","sold before auction","Biggin & Scott Sunshine","https://www.realestateview.com.au/real-estate/51a-president-road-albanvale-vic/property-details-sold-residential-11181682/"
"Albert Park","74 Mills St","house",2,1825000.0,"2017-08-07","private sale","Cayzer",""
"Albion","20 Clairmont St","house",3,642500.0,"2017-08-12","auction sale","Douglas Kay Sunshine",""
"Alfredton","21 Alfredton Dr","house",4,525000.0,"2017-08-02","private sale","Buxton","https://www.realestateview.com.au/real-estate/21-alfredton-drive-alfredton-vic/property-details-sold-residential-11109511/"
"Alfredton","1 Willoby Dr","house",4,310000.0,"2017-07-24","private sale","Buxton","https://www.realestateview.com.au/real-estate/1-willoby-drive-alfredton-vic/property-details-sold-residential-11124751/"
