"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","33 Hunter St","house",3,970000.0,"2018-09-22","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/33-hunter-street-abbotsford-vic/property-details-sold-residential-12080580/"
"Abbotsford","45/84 Trenerry Cr","townhouse",2,,"2018-09-22","passed in at auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/45-84-trenerry-crescent-abbotsford-vic/property-details-buy-residential-12081696/"
"Abbotsford","44 William St","house",2,,"2018-09-22","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/44-william-street-abbotsford-vic/property-details-buy-residential-12084086/"
"Aberfeldie","33 Arthur St","house",3,,"2018-09-22","passed in at auction","Barry Plant","https://www.realestateview.com.au/real-estate/33-arthur-street-aberfeldie-vic/property-details-buy-residential-12051616/"
"Aintree","9 Riders Cirt","house",4,684000.0,"2018-09-08","sold before auction","Sahara Real Estate",""
"Airport West","134A Victory Rd","villa",3,,"2018-09-07","auction sale","Pagan RE","https://www.realestateview.com.au/real-estate/134a-victory-road-airport-west-vic/property-details-buy-residential-12070574/"
"Albanvale","77 Oakwood Rd","house",3,505000.0,"2018-09-15","private sale","Barry Plant",""
"Albanvale","20 Trafalgar St","house",3,505000.0,"2018-09-15","private sale","Barry Plant",""
"Albert Park","4/307 Richardson St","apartment",0,820000.0,"2018-09-22","auction sale","Greg Hocking Holdsworth",""
"Albert Park","19 Mills St","house",3,,"2018-09-22","passed in vendor bid","Greg Hocking Holdsworth","https://www.realestateview.com.au/real-estate/19-mills-street-albert-park-vic/property-details-buy-residential-12078703/"
"Albion","1/9 Mclean St","townhouse",3,717000.0,"2018-09-22","auction sale","Douglas Kay Sunshine",""
"Alfredton","7 Cuthberts Rd","house",3,365000.0,"2018-09-19","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/7-cuthberts-road-alfredton-vic/property-details-buy-residential-12073428/"
"Alfredton","24 Creekstone Dr","house",4,445000.0,"2018-09-18","private sale","PRD Nationwide","https://www.realestateview.com.au/real-estate/24-creekstone-drive-alfredton-vic/property-details-sold-residential-12007528/"
"Alfredton","34 Scarborough Cr","house",4,505000.0,"2018-09-18","private sale","PRD Nationwide","https://www.realestateview.com.au/real-estate/34-scarborough-crescent-alfredton-vic/property-details-sold-residential-12098370/"
"Alphington","2/25 Grange Rd","villa",2,610000.0,"2018-09-22","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/2-25-grange-road-alphington-vic/property-details-buy-residential-12084937/"
"Altona","13 Spear Ct","house",3,755000.0,"2018-09-22","passed in at auction","Jas Stephens - Williamstown",""
"Altona","24 Maidstone St","unit",3,675000.0,"2018-09-18","sold before auction","Barlow McEwan Tribe",""
"Altona North","62 May St","townhouse",3,735000.0,"2018-09-22","passed in at auction","Biggin & Scott",""
"Armadale","5/45 Armadale St","unit",1,503000.0,"2018-09-22","auction sale","Thomson",""
"Ascot Vale","47A Hunt Cr","house",4,1995000.0,"2018-09-22","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/47a-hunt-crescent-ascot-vale-vic/property-details-buy-residential-12083995/"
"Ascot Vale","17 Mascoma St","house",3,1113000.0,"2018-09-22","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/17-mascoma-street-ascot-vale-vic/property-details-sold-residential-12081974/"
"Ascot Vale","13 Morshead St","townhouse",3,710000.0,"2018-09-22","auction sale","Rendina",""
"Ascot Vale","114 St Leonards Rd","house",3,1200000.0,"2018-09-22","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/114-st-leonards-road-ascot-vale-vic/property-details-sold-residential-12068016/"
"Ashburton","6 Munro Av","house",4,2100000.0,"2018-09-22","passed in at auction","Fletchers","https://www.realestateview.com.au/real-estate/6-munro-avenue-ashburton-vic/property-details-buy-residential-12081811/"
"Ashburton","1/5 Normandy St","house",4,1600000.0,"2018-09-22","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/1-5-normandy-street-ashburton-vic/property-details-buy-residential-12083145/"
"Ashburton","6 Taylor St","house",2,1400000.0,"2018-09-22","passed in at auction","Noel Jones","https://www.realestateview.com.au/real-estate/6-taylor-street-ashburton-vic/property-details-buy-residential-12075148/"
"Ashburton","25 Munro Av","house",4,1800000.0,"2018-09-15","private sale","Whitefox Real Estate",""
"Ashburton","15 Oliver St","house",3,,"2018-09-18","private sale","Noel Jones","https://www.realestateview.com.au/real-estate/15-oliver-street-ashburton-vic/property-details-buy-residential-12061013/"
"Ashwood","2/7 May Park Av","unit",2,,"2018-09-22","auction sale","Buxton Ashburton","https://www.realestateview.com.au/real-estate/2-7-may-park-avenue-ashwood-vic/property-details-buy-residential-12075663/"
"Aspendale","2/1 Laura St","house",4,1190000.0,"2018-09-22","auction sale","hockingstuart",""
"Avondale Heights","7 Chantilly Av","house",4,880000.0,"2018-09-22","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/7-chantilly-avenue-avondale-heights-vic/property-details-buy-residential-12075553/"
"Avondale Heights","19 Glencara St","house",3,800000.0,"2018-09-22","passed in at auction","Harcourts Vision",""
"Avondale Heights","29 Doyle St","house",4,,"2018-09-22","auction sale","Moonee Valley RE",""
"Bacchus Marsh","LOT 322 Dowling Dr","land",0,295000.0,"2018-08-30","private sale","Barry Plant",""
"Balaclava","29/305 Carlisle St","apartment",1,315000.0,"2018-09-23","auction sale","Besser & Co EA","https://www.realestateview.com.au/real-estate/29-305-carlisle-street-balaclava-vic/property-details-buy-residential-12077493/"
"Balaclava","2/103 Grosvenor St","apartment",2,835000.0,"2018-09-22","auction sale","McGrath","https://www.realestateview.com.au/real-estate/2-103-grosvenor-street-balaclava-vic/property-details-sold-residential-12079524/"
"Balaclava","11 Camden St","house - semi-detached",3,1049000.0,"2018-09-17","private sale","Gary Peer & Associates",""
"Ballarat East","9 Princes St.S","house",2,340000.0,"2018-09-18","private sale","Ballarat Real Estate Pty Ltd",""
"Balwyn","16 Freeman St","house",4,2394000.0,"2018-09-22","auction sale","Buxton",""
"Balwyn","18 Parkdale Av","house",3,1800000.0,"2018-09-22","passed in at auction","Marshall White & Co","https://www.realestateview.com.au/real-estate/18-parkdale-avenue-balwyn-vic/property-details-buy-residential-12075340/"
"Balwyn","2/120 Rochester Rd","unit",2,776000.0,"2018-09-22","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/2-120-rochester-road-balwyn-vic/property-details-sold-residential-12078543/"
"Balwyn","337 Union Rd","house",4,1950000.0,"2018-09-22","passed in vendor bid","Fletchers","https://www.realestateview.com.au/real-estate/337-union-road-balwyn-vic/property-details-buy-residential-12075149/"
"Balwyn","3/40 Talbot Av","unit",2,,"2018-09-22","passed in vendor bid","hockingstuart","https://www.realestateview.com.au/real-estate/3-40-talbot-avenue-balwyn-vic/property-details-buy-residential-12085047/"
"Balwyn","127/188 Whitehorse Rd","apartment",2,,"2018-09-22","passed in at auction","Shesellsvic",""
"Balwyn North","9 Adeney St","house",4,1700000.0,"2018-09-22","passed in vendor bid","Fletchers","https://www.realestateview.com.au/real-estate/9-adeney-street-balwyn-north-vic/property-details-buy-residential-12074971/"
"Balwyn North","458 Balwyn Rd","house",4,1300000.0,"2018-09-22","passed in vendor bid","Noel Jones","https://www.realestateview.com.au/real-estate/458-balwyn-road-balwyn-north-vic/property-details-buy-residential-12084414/"
"Balwyn North","28 Hedderwick St","house",3,1600000.0,"2018-09-22","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/28-hedderwick-street-balwyn-north-vic/property-details-buy-residential-12064247/"
"Balwyn North","89 Panoramic Rd","house",4,1650000.0,"2018-09-22","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/89-panoramic-road-balwyn-north-vic/property-details-buy-residential-12079358/"
"Balwyn North","4 Stuart Ct","house",5,1350000.0,"2018-09-22","passed in vendor bid","Fletchers","https://www.realestateview.com.au/real-estate/4-stuart-court-balwyn-north-vic/property-details-buy-residential-12073289/"
"Bayswater","14 Sinclair Rd","house",4,1900000.0,"2018-09-22","passed in vendor bid","Noel Jones",""
"Bayswater","1/45 King St","unit",2,525555.0,"2018-08-24","private sale","Methven Professionals",""
"Bayswater North","16 Nickson Cl","house",3,838250.0,"2018-08-15","private sale","Methven Professionals",""
