"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","411/1 Acacia Pl","apartment",1,,"2018-04-18","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/411-1-acacia-place-abbotsford-vic/property-details-buy-residential-11147053/"
"Aberfeldie","13 Valencia St","house",4,,"2018-04-13","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/13-valencia-street-aberfeldie-vic/property-details-buy-residential-11677703/"
"Airport West","14A Bowes Av","townhouse",4,1232500.0,"2018-04-21","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/14a-bowes-avenue-airport-west-vic/property-details-buy-residential-11745328/"
"Airport West","1/122 Bowes Av","house",3,660000.0,"2018-04-21","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/1-122-bowes-avenue-airport-west-vic/property-details-buy-residential-11743735/"
"Airport West","72 Mcnamara Av","house",3,1160000.0,"2018-04-21","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/72-mcnamara-avenue-airport-west-vic/property-details-buy-residential-11749135/"
"Airport West","222A Parer Rd","unit",3,,"2018-04-21","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/222a-parer-road-airport-west-vic/property-details-buy-residential-11756075/"
"Albert Park","42 Draper St","house",3,3850000.0,"2018-04-21","auction sale","Greg Hocking Holdsworth",""
"Alphington","545 Heidelberg Rd","townhouse",3,830000.0,"2018-04-21","passed in vendor bid","Little Real Estate","https://www.realestateview.com.au/real-estate/545-heidelberg-road-alphington-vic/property-details-buy-residential-11743126/"
"Alphington","100 Yarralea St","house",3,1570000.0,"2018-04-05","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/100-yarralea-street-alphington-vic/property-details-sold-residential-11684304/"
"Altona Meadows","9 Tyrell Ct","house",3,707000.0,"2018-04-21","auction sale","Barry Plant",""
"Altona North","4/68 Third Av","townhouse",2,670000.0,"2018-04-21","passed in at auction","Biggin & Scott",""
"Altona North","5/9-11 Sutton Av","townhouse",3,745000.0,"2018-04-20","private sale","Gunn & Co","https://www.realestateview.com.au/real-estate/5-9-11-sutton-avenue-altona-north-vic/property-details-buy-residential-11574197/"
