"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","45 William St","house",2,1172500.0,"2016-08-13","auction sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/45-william-street-abbotsford-vic/property-details-sold-residential-10369858/"
"Abbotsford","801C/ 11 Shamrock St","apartment",2,627500.0,"2016-08-05","private sale","hockingstuart","http://www.realestateview.com.au/real-estate/801c-11-shamrock-street-abbotsford-vic/property-details-sold-residential-10349144/"
"Abbotsford","214/ 1 Acacia Pl","apartment",1,323000.0,"2016-08-03","private sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/214-1-acacia-place-abbotsford-vic/property-details-sold-residential-8447496/"
"Adelaide Lead","5142 Pyrenees Hwy","house",3,177000.0,"2016-08-02","private sale","Ballarat Real Estate Pty Ltd",""
"Airport West","92 Mcnamara Av","house",4,758000.0,"2016-08-13","auction sale","Jellis Craig","http://www.realestateview.com.au/real-estate/92-mcnamara-avenue-airport-west-vic/property-details-buy-residential-10373028/"
"Airport West","145A Victory Rd","unit",2,440000.0,"2016-08-13","auction sale","Barry Plant","http://www.realestateview.com.au/real-estate/145a-victory-road-airport-west-vic/property-details-buy-residential-10362583/"
"Albanvale","21 Diamond Av","house",3,465000.0,"2016-07-25","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/21-diamond-avenue-albanvale-vic/property-details-sold-residential-10360082/"
"Albert Park","140 Danks St","house",2,"","2016-08-10","sold before auction","Marshall White & Co","http://www.realestateview.com.au/real-estate/140-danks-street-albert-park-vic/property-details-buy-residential-10373027/"
"Albion","8/ 6 Sydney St","flat/unit/apartment",1,205000.0,"2016-07-27","private sale","Barry Plant",""
"Albion","8 West Wood Way","house",3,530000.0,"2016-07-18","private sale","Barry Plant",""
"Albion","19 Norwood St","land",0,510000.0,"2016-07-15","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/19-norwood-street-albion-vic/property-details-sold-residential-10253149/"
"Alfredton","9 Willoby Dr","house",3,282500.0,"2016-08-08","private sale","hockingstuart","http://www.realestateview.com.au/real-estate/9-willoby-drive-alfredton-vic/property-details-sold-residential-10133380/"
