"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","32 Studley St","house",3,1000000.0,"2016-10-29","passed in vendor bid","Domain & Co","http://www.realestateview.com.au/real-estate/32-studley-street-abbotsford-vic/property-details-buy-residential-10550108/"
"Abbotsford","G05/ 12 Trenerry Cr","apartment",1,301000.0,"2016-10-29","auction sale","Dingle Partners","http://www.realestateview.com.au/real-estate/g05-12-trenerry-crescent-abbotsford-vic/property-details-buy-residential-10530579/"
"Aberfeldie","3/ 60 Brunel St","townhouse",4,850000.0,"2016-10-29","passed in vendor bid","alexkarbon",""
"Airport West","23 Watt St","house",3,950000.0,"2016-10-29","auction sale","Rendina",""
"Albanvale","17 Fairfax Cirt","house",4,530000.0,"2016-10-24","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/17-fairfax-circuit-albanvale-vic/property-details-sold-residential-10571579/"
"Albert Park","110 Page St","house",3,2240000.0,"2016-10-26","private sale","Greg Hocking Holdsworth",""
"Albert Park","21 Foote St","house",3,"","2016-10-28","sold before auction","Home AU Real Estate",""
"Alfredton","1 Belltower Av","house",0,395000.0,"2016-10-25","private sale","Harcourts Ballarat","http://www.realestateview.com.au/real-estate/1-belltower-avenue-alfredton-vic/property-details-sold-residential-10586313/"
"Alfredton","1743 Sturt St","house",0,400000.0,"2016-10-15","private sale","Harcourts Ballarat","http://www.realestateview.com.au/real-estate/1743-sturt-street-alfredton-vic/property-details-buy-residential-10547596/"
"Alfredton","Lot 503 Prince Of Wales Blvd","land",0,"","2016-10-25","private sale","hockingstuart",""
"Altona","1/ 13 Maidstone St","townhouse",3,855000.0,"2016-10-07","sold before auction","hockingstuart",""
"Altona","171 Queen St","house",3,"","2016-10-24","private sale","hockingstuart",""
"Altona","1/ 220 Blyth St","townhouse",3,"","2016-10-18","private sale","hockingstuart",""
"Altona","2/ 220 Blyth St","townhouse",3,"","2016-10-18","private sale","hockingstuart",""
"Altona Meadows","7 Selwood Pl","house",7,905000.0,"2016-10-19","private sale","Greg Hocking Elly Partners",""
"Altona Meadows","137 Victoria St","house",4,755000.0,"2016-10-19","private sale","Sweeney","http://www.realestateview.com.au/real-estate/137-victoria-street-altona-meadows-vic/property-details-sold-residential-10536318/"
"Altona Meadows","4 Heath Cl","house",4,770000.0,"2016-10-12","private sale","Sweeney","http://www.realestateview.com.au/real-estate/4-heath-close-altona-meadows-vic/property-details-sold-residential-10444367/"
