"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","17 Hunter St","house",4,1950000.0,"2018-05-05","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/17-hunter-street-abbotsford-vic/property-details-buy-residential-11790347/"
"Abbotsford","22 Park St","house",4,1720000.0,"2018-05-05","auction sale","Collins Simms","https://www.realestateview.com.au/real-estate/22-park-street-abbotsford-vic/property-details-buy-residential-11791509/"
"Abbotsford","206/11 Flockhart St","apartment",2,411000.0,"2018-04-30","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/206-11-flockhart-street-abbotsford-vic/property-details-sold-residential-11824369/"
"Abbotsford","701B/10 Trenerry Cr","apartment",1,440000.0,"2018-04-30","sold before auction","hockingstuart","https://www.realestateview.com.au/real-estate/701b-10-trenerry-crescent-abbotsford-vic/property-details-sold-residential-11781616/"
"Aberfeldie","83 Fawkner St","house",5,2200000.0,"2018-05-05","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/83-fawkner-street-aberfeldie-vic/property-details-buy-residential-11775586/"
"Aberfeldie","20 Valencia St","house",3,1500000.0,"2018-04-28","sold before auction","Rendina",""
"Aberfeldie","2B Batman St","townhouse",4,,"2018-05-05","passed in vendor bid","Rendina",""
"Aintree","4 Arbourton Av","house",3,555000.0,"2018-04-27","private sale","Barry Plant",""
"Airport West","46 Kingsley Rd","house",4,950000.0,"2018-05-05","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/46-kingsley-road-airport-west-vic/property-details-buy-residential-11784822/"
"Airport West","39 Walters Av","house",5,1435000.0,"2018-05-05","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/39-walters-avenue-airport-west-vic/property-details-buy-residential-11781844/"
"Airport West","1/122 Bowes Av","house",3,660000.0,"2018-05-04","private sale","Nelson Alexander",""
"Airport West","26 Hilbert Rd","house",4,1020000.0,"2018-04-24","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/26-hilbert-road-airport-west-vic/property-details-sold-residential-11702020/"
"Airport West","4 Sexton St","townhouse",3,,"2018-05-05","auction sale","alexkarbon",""
"Airport West","16 Watt St","house",3,,"2018-05-05","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/16-watt-street-airport-west-vic/property-details-buy-residential-11787380/"
"Albanvale","143 Opie Rd","house",3,880000.0,"2018-04-15","private sale","Barry Plant",""
"Albanvale","45 President Rd","house",3,,"2018-05-05","passed in vendor bid","Cairnlea Realty - Harcourts Deer Park",""
"Albanvale","9 Fairfax Cirt","house",3,,"2018-04-30","private sale","Ray White St Albans","https://www.realestateview.com.au/real-estate/9-fairfax-circuit-albanvale-vic/property-details-sold-residential-11745873/"
"Albert Park","30 Beaconsfield Pde","house",3,3210000.0,"2018-05-05","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/30-beaconsfield-parade-albert-park-vic/property-details-buy-residential-11780782/"
"Albert Park","102 Page St","house",4,2950000.0,"2018-05-05","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/102-page-street-albert-park-vic/property-details-buy-residential-11790195/"
"Albert Park","49 Page St","house",3,2860000.0,"2018-05-05","auction sale","Greg Hocking Holdsworth",""
"Albert Park","34 Herbert Pl","house",3,1720000.0,"2018-04-25","sold before auction","hockingstuart","https://www.realestateview.com.au/real-estate/34-herbert-place-albert-park-vic/property-details-sold-residential-11788600/"
"Albion","2/62 Selwyn St","townhouse",3,538000.0,"2018-05-05","auction sale","Douglas Kay Sunshine",""
"Alfredton","1-4/6 Christine Av","house",6,550000.0,"2018-05-04","private sale","PRD Nationwide",""
"Alfredton","1 Chase Blvd","house",5,457000.0,"2018-05-03","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/1-chase-boulevard-alfredton-vic/property-details-sold-residential-11777898/"
"Alfredton","4 Kallioota St","house",3,425000.0,"2018-05-01","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/4-kallioota-street-alfredton-vic/property-details-sold-residential-11375545/"
"Alphington","2 Arbor St","house",4,2125000.0,"2018-05-05","auction sale","Collins Simms","https://www.realestateview.com.au/real-estate/2-arbor-street-alphington-vic/property-details-buy-residential-11788888/"
"Alphington","89 Yarralea St","house",2,,"2018-05-04","sold before auction","Jellis Craig","https://www.realestateview.com.au/real-estate/89-yarralea-street-alphington-vic/property-details-sold-residential-11782622/"
"Altona","89 Civic Pde","house",4,1030000.0,"2018-05-05","auction sale","Sweeney",""
"Altona","60 Hammond St","house",3,800000.0,"2018-05-05","passed in vendor bid","Sweeney",""
"Altona","15 Lindwood Av","house",4,,"2018-04-30","private sale","hockingstuart",""
"Altona Meadows","30 Scherman Dr","house",3,672500.0,"2018-05-05","auction sale","Compton Green",""
"Altona Meadows","14 Sheppard Ct","unit",3,584000.0,"2018-05-05","auction sale","Sweeney",""
"Altona Meadows","53 Central Av","house",3,,"2018-05-05","passed in vendor bid","Ray White Werribee",""
"Anakie","665 Granite Rd","house",3,1200000.0,"2018-04-27","private sale","MICM Real Estate","https://www.realestateview.com.au/real-estate/665-granite-road-anakie-vic/property-details-sold-residential-11773987/"
"Ararat","70 Girdlestone St","house",3,172500.0,"2018-05-02","private sale","Ballarat Real Estate Pty Ltd",""
"Ararat","130 High St","house",3,172500.0,"2018-05-02","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/130-high-street-ararat-vic/property-details-sold-residential-11705224/"
"Ararat","111 Moore St","land",0,111000.0,"2018-05-02","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/111-moore-street-ararat-vic/property-details-sold-residential-11612296/"
"Ararat","48 Albert St","house",3,201500.0,"2018-04-24","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/48-albert-street-ararat-vic/property-details-sold-residential-11225930/"
"Ararat","19 View Point St","house",3,190000.0,"2018-04-24","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/19-view-point-street-ararat-vic/property-details-sold-residential-10839773/"
"Ararat","33 Princes St","house",2,150000.0,"2018-03-23","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/33-princes-street-ararat-vic/property-details-sold-residential-10839774/"
"Armadale","5/48 New St","apartment",3,1350000.0,"2018-05-05","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/5-48-new-street-armadale-vic/property-details-buy-residential-11788794/"
"Armadale","507 Orrong Rd","house",10,6600000.0,"2018-05-05","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/507-orrong-road-armadale-vic/property-details-buy-residential-11775276/"
"Armadale","6/24 Mercer Rd","townhouse",3,1601000.0,"2018-04-28","private sale","Marshall White & Co",""
"Armadale","32 Gladstone Av","house",3,,"2018-05-05","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/32-gladstone-avenue-armadale-vic/property-details-buy-residential-11791483/"
