"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","7/92-94 Charles St","apartment",1,413000.0,"2018-03-24","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/7-92-94-charles-street-abbotsford-vic/property-details-buy-residential-11702154/"
"Abbotsford","181 Gipps St","house",2,950000.0,"2018-03-24","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/181-gipps-street-abbotsford-vic/property-details-sold-residential-11698034/"
"Abbotsford","11/11 Nicholson St","townhouse",3,1225000.0,"2018-03-24","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/11-11-nicholson-street-abbotsford-vic/property-details-buy-residential-11700280/"
"Abbotsford","106/56 Nicholson St","apartment",1,454000.0,"2018-03-24","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/106-56-nicholson-street-abbotsford-vic/property-details-sold-residential-11697990/"
"Abbotsford","29 Raphael St","house",1,740000.0,"2018-03-24","passed in at auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/29-raphael-street-abbotsford-vic/property-details-buy-residential-11698258/"
"Abbotsford","8/8 Trenerry Cr","apartment",3,1415000.0,"2018-03-24","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/8-8-trenerry-crescent-abbotsford-vic/property-details-sold-residential-11698037/"
"Abbotsford","5 James St","house",3,1515000.0,"2018-03-21","sold before auction","Jellis Craig","https://www.realestateview.com.au/real-estate/5-james-street-abbotsford-vic/property-details-buy-residential-11697574/"
"Abbotsford","130 Park St","house",2,1100000.0,"2018-03-21","private sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/130-park-street-abbotsford-vic/property-details-sold-residential-11745357/"
"Abbotsford","136 Charles St","house",2,,"2018-03-24","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/136-charles-street-abbotsford-vic/property-details-buy-residential-11697565/"
"Abbotsford","11A Clarke St","house",3,,"2018-03-24","passed in at auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/11a-clarke-street-abbotsford-vic/property-details-buy-residential-11698260/"
"Aberfeldie","1/5 Derry St","villa",3,760000.0,"2018-03-24","auction sale","Frank Dowling Essendon",""
"Aberfeldie","13 Valencia St","house",4,1500000.0,"2018-03-24","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/13-valencia-street-aberfeldie-vic/property-details-buy-residential-11677703/"
"Aberfeldie","2C Batman St","townhouse",4,,"2018-03-24","auction sale","Rendina",""
"Airport West","1/78 Clydesdale Rd","townhouse",3,690000.0,"2018-03-24","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/1-78-clydesdale-road-airport-west-vic/property-details-buy-residential-11690913/"
"Airport West","28A Highlands Av","unit",3,710000.0,"2018-03-24","passed in at auction","Barry Plant","https://www.realestateview.com.au/real-estate/28a-highlands-avenue-airport-west-vic/property-details-buy-residential-11694095/"
"Airport West","14 Highridge Cr","house",3,895000.0,"2018-03-24","passed in at auction","Ray White Craigieburn","https://www.realestateview.com.au/real-estate/14-highridge-crescent-airport-west-vic/property-details-buy-residential-11692279/"
"Airport West","26 Hilbert Rd","house",4,925000.0,"2018-03-24","passed in vendor bid","Barry Plant","https://www.realestateview.com.au/real-estate/26-hilbert-road-airport-west-vic/property-details-buy-residential-11702020/"
"Airport West","10 Moorna Dr","house",4,950000.0,"2018-03-24","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/10-moorna-drive-airport-west-vic/property-details-buy-residential-11690645/"
"Airport West","1/37 Walters Av","unit",3,690000.0,"2018-03-24","passed in at auction","Barry Plant","https://www.realestateview.com.au/real-estate/1-37-walters-avenue-airport-west-vic/property-details-buy-residential-11701088/"
"Airport West","137 Victory Rd","house",3,,"2018-03-24","passed in at auction","Brad Teal","https://www.realestateview.com.au/real-estate/137-victory-road-airport-west-vic/property-details-buy-residential-11690038/"
"Albert Park","50 Barrett St","house",2,1323000.0,"2018-03-24","auction sale","Chisholm & Gamon","https://www.realestateview.com.au/real-estate/50-barrett-street-albert-park-vic/property-details-buy-residential-11694876/"
