"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","10A James St","land",0,691000.0,"2017-12-09","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/10a-james-street-abbotsford-vic/property-details-buy-residential-11466792/"
"Abbotsford","44 Lulie St","house",2,970000.0,"2017-12-09","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/44-lulie-street-abbotsford-vic/property-details-buy-residential-11466878/"
"Abbotsford","309/609 Victoria St","apartment",1,380500.0,"2017-11-03","private sale","Marshall White One","https://www.realestateview.com.au/real-estate/309-609-victoria-street-abbotsford-vic/property-details-sold-residential-11377679/"
"Abbotsford","15 Abbott St","house",3,"","2017-12-09","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/15-abbott-street-abbotsford-vic/property-details-buy-residential-11466744/"
"Abbotsford","127 Charles St","house",3,"","2017-12-09","passed in at auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/127-charles-street-abbotsford-vic/property-details-buy-residential-11463331/"
"Abbotsford","115 Park St","house",2,"","2017-12-09","passed in at auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/115-park-street-abbotsford-vic/property-details-buy-residential-11463028/"
"Abbotsford","57 Stafford St","house",3,"","2017-12-09","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/57-stafford-street-abbotsford-vic/property-details-sold-residential-11463099/"
"Abbotsford","B333/627 Victoria St","apartment",2,"","2017-12-06","private sale","McGrath Projects",""
"Abbotsford","505/88 Trenerry Cr","apartment",4,"","2017-11-27","sold before auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/505-88-trenerry-crescent-abbotsford-vic/property-details-sold-residential-11463326/"
"Abbotsford","146 Charles St","house",2,"","2017-11-22","sold before auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/146-charles-street-abbotsford-vic/property-details-sold-residential-11463321/"
"Aberfeldie","4/39 St Kinnord St","unit",1,270000.0,"2017-12-09","passed in vendor bid","Hodges","https://www.realestateview.com.au/real-estate/4-39-st-kinnord-street-aberfeldie-vic/property-details-buy-residential-11457671/"
"Aberfeldie","4 Valencia St","house",2,1375000.0,"2017-12-09","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/4-valencia-street-aberfeldie-vic/property-details-buy-residential-11462516/"
"Adams Estate","55 June St","house",3,"","2017-12-09","passed in at auction","LJ Hooker Cranbourne","https://www.realestateview.com.au/real-estate/55-june-street-adams-estate-vic/property-details-buy-residential-11306683/"
"Aireys Inlet","20 Great Ocean Rd","house",3,675000.0,"2017-12-09","passed in vendor bid","Great Ocean Properties",""
"Aireys Inlet","31 Hopkins St","house",1,685000.0,"2017-12-09","auction sale","Great Ocean Properties",""
"Airport West","35 Cameron St","house",3,776000.0,"2017-12-09","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/35-cameron-street-airport-west-vic/property-details-buy-residential-11451835/"
"Airport West","58 Fraser St","house",4,1220000.0,"2017-12-09","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/58-fraser-street-airport-west-vic/property-details-buy-residential-11461979/"
"Airport West","75 Marshall Rd","house",3,943000.0,"2017-12-09","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/75-marshall-road-airport-west-vic/property-details-buy-residential-11453398/"
"Airport West","3/174 Parer Rd","townhouse",2,590000.0,"2017-12-09","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/3-174-parer-road-airport-west-vic/property-details-buy-residential-11464811/"
"Airport West","3/31 Creswell Av","unit",3,689000.0,"2017-12-08","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/3-31-creswell-avenue-airport-west-vic/property-details-sold-residential-11359558/"
"Airport West","52 El Reno Cr","house",4,1415000.0,"2017-12-04","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/52-el-reno-crescent-airport-west-vic/property-details-sold-residential-11451553/"
"Airport West","1/86 Marshall Rd","townhouse",3,"","2017-12-09","auction sale","Biggin & Scott",""
"Airport West","1/75 Victory Rd","townhouse",3,"","2017-12-09","passed in at auction","Harcourts Vision",""
"Albanvale","63 Concord Cirt","house",3,540000.0,"2017-12-09","passed in at auction","Bells Real Estate Sydenham","https://www.realestateview.com.au/real-estate/63-concord-circuit-albanvale-vic/property-details-buy-residential-11471472/"
"Albert Park","29 Kerferd Rd","house",4,3800000.0,"2017-12-10","passed in vendor bid","Cayzer","https://www.realestateview.com.au/real-estate/29-kerferd-road-albert-park-vic/property-details-buy-residential-11463018/"
"Albert Park","93 Graham St","house",2,1300000.0,"2017-12-09","passed in vendor bid","Cayzer","https://www.realestateview.com.au/real-estate/93-graham-street-albert-park-vic/property-details-buy-residential-11458839/"
"Albert Park","155 Kerferd Rd","house",0,"","2017-12-09","auction sale","Buxton","https://www.realestateview.com.au/real-estate/155-kerferd-road-albert-park-vic/property-details-buy-residential-11466475/"
"Alfredton","16 Cuthberts Rd","house",3,320000.0,"2017-12-06","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/16-cuthberts-road-alfredton-vic/property-details-buy-residential-10866450/"
