"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Aberfeldie","32 Fawkner St","house",4,1330000.0,"2017-05-06","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/32-fawkner-street-aberfeldie-vic/property-details-buy-residential-10963355/"
"Albanvale","58 President Rd","house",4,615000.0,"2017-05-06","auction sale","Melbourne Estate Agents",""
"Albanvale","35 Concord Cirt","house",3,525000.0,"2017-04-26","private sale","Barry Plant","https://www.realestateview.com.au/real-estate/35-concord-circuit-albanvale-vic/property-details-sold-residential-10847717/"
"Albert Park","4 Ashworth St","house",3,1700000.0,"2017-05-06","passed in vendor bid","Greg Hocking Holdsworth",""
"Albert Park","35 St Vincent Pl","house",5,"","2017-05-06","auction sale","Buxton","https://www.realestateview.com.au/real-estate/35-st-vincent-place-albert-park-vic/property-details-buy-residential-10957785/"
"Albion","1/ 4-6 Burnewang St","unit",2,445000.0,"2017-04-21","sold before auction","Bells Real Estate","https://www.realestateview.com.au/real-estate/1-4-6-burnewang-street-albion-vic/property-details-buy-residential-10963128/"
"Alfredton","10 Sapphire Dr","house",4,730000.0,"2017-05-04","private sale","Buxton","https://www.realestateview.com.au/real-estate/10-sapphire-drive-alfredton-vic/property-details-sold-residential-10904492/"
"Alphington","15 Welsh Way","townhouse",3,920000.0,"2017-05-06","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/15-welsh-way-alphington-vic/property-details-buy-residential-10978946/"
"Alphington","10/ 90 Yarralea St","apartment",1,320000.0,"2017-05-06","auction sale","Miles RE","https://www.realestateview.com.au/real-estate/10-90-yarralea-street-alphington-vic/property-details-buy-residential-10980995/"
"Alphington","6/ 40 Yarralea St","apartment",1,"","2017-04-29","private sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/6-40-yarralea-street-alphington-vic/property-details-sold-residential-10863462/"
"Altona","1/ 86 Maidstone St","townhouse",3,775000.0,"2017-04-24","private sale","Gunn & Co","https://www.realestateview.com.au/real-estate/1-86-maidstone-street-altona-vic/property-details-sold-residential-10963728/"
"Altona Meadows","16 Dickenson St","house",4,660000.0,"2017-05-06","passed in vendor bid","Triwest RE - Professionals","https://www.realestateview.com.au/real-estate/16-dickenson-street-altona-meadows-vic/property-details-buy-residential-11003595/"
"Altona North","53 Second Av","house",3,807000.0,"2017-05-06","auction sale","Sweeney",""
"Altona North","83 Second Av","house",3,825000.0,"2017-05-06","auction sale","Greg Hocking Elly Partners",""
"Altona North","3/ 2 Cleghorn Av","townhouse",3,"","2017-05-04","private sale","hockingstuart",""
"Ararat","338 Barkly St","house",4,400000.0,"2017-05-06","passed in vendor bid","Landmark Harcourts Ararat",""
