"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","5G/11 Flockhart St","apartment",2,380000.0,"2018-06-30","passed in vendor bid","Stockdale & Leggo Blackburn","https://www.realestateview.com.au/real-estate/5g-11-flockhart-street-abbotsford-vic/property-details-buy-residential-11893622/"
"Abbotsford","6 Marine Pde","house",3,1100000.0,"2018-06-30","passed in at auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/6-marine-parade-abbotsford-vic/property-details-buy-residential-11904281/"
"Abbotsford","16D Mollison St","townhouse",2,765000.0,"2018-06-30","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/16d-mollison-street-abbotsford-vic/property-details-buy-residential-11907945/"
"Abbotsford","1012/20 Shamrock St","apartment",3,666000.0,"2018-06-30","passed in at auction","VICPROP","https://www.realestateview.com.au/real-estate/1012-20-shamrock-street-abbotsford-vic/property-details-buy-residential-11767986/"
"Abbotsford","503/88 Trenerry Cr","apartment",2,930000.0,"2018-06-30","auction sale","Biggin & Scott","https://www.realestateview.com.au/real-estate/503-88-trenerry-crescent-abbotsford-vic/property-details-buy-residential-11904113/"
"Abbotsford","224/15 Lithgow St","townhouse",3,1120000.0,"2018-06-29","sold before auction","Biggin & Scott","https://www.realestateview.com.au/real-estate/224-15-lithgow-street-abbotsford-vic/property-details-buy-residential-11904423/"
"Airport West","14 El Reno Cr","house",4,860000.0,"2018-06-30","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/14-el-reno-crescent-airport-west-vic/property-details-buy-residential-11888490/"
"Airport West","52A Marshall Rd","house",3,770000.0,"2018-06-30","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/52a-marshall-road-airport-west-vic/property-details-buy-residential-11904794/"
"Albanvale","52 Appian Dr","house",3,530000.0,"2018-06-20","private sale","Barry Plant",""
"Albanvale","21 Diamond Av","house",3,555000.0,"2018-06-20","private sale","Barry Plant",""
"Albanvale","2 Fernhill Ct","house",3,,"2018-06-30","passed in at auction","Barry Plant",""
"Albert Park","47 Finlay St","house",2,2000000.0,"2018-06-30","auction sale","Greg Hocking Holdsworth",""
"Albion","1/11-13 Mclean St","unit",2,460000.0,"2018-06-30","passed in vendor bid","K R Peters",""
"Albion","7 Westgate Av","house",3,755000.0,"2018-06-30","auction sale","hockingstuart",""
"Albion","2/2 Dubbo St","townhouse",4,,"2018-06-30","passed in at auction","Douglas Kay Sunshine",""
"Altona","203/113 Pier St","apartment",2,382500.0,"2018-05-17","private sale","Woodards",""
"Altona North","1A Mahon Av","townhouse",3,765000.0,"2018-06-30","auction sale","hockingstuart",""
"Altona North","25 Ross Rd","house",3,476000.0,"2018-06-30","auction sale","Burnham","https://www.realestateview.com.au/real-estate/25-ross-road-altona-north-vic/property-details-buy-residential-11892977/"
"Altona North","14 Park St","house",4,1000000.0,"2018-06-29","sold before auction","Jas Stephens - Williamstown",""
"Altona North","2B Edward Av","unit",2,470000.0,"2018-06-25","private sale","Burnham","https://www.realestateview.com.au/real-estate/2b-edward-avenue-altona-north-vic/property-details-buy-residential-11852536/"
"Ararat","57 Picnic Rd","house",3,260000.0,"2018-06-26","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/57-picnic-road-ararat-vic/property-details-buy-residential-11295995/"
"Ardeer","11 North St","house",3,670000.0,"2018-06-30","passed in vendor bid","G L Lee",""
"Ardeer","3/37 Yallourn St","unit",2,440000.0,"2018-06-30","passed in at auction","hockingstuart",""
"Ardeer","695 Ballarat Rd","house",3,,"2018-06-30","passed in at auction","Barry Plant","https://www.realestateview.com.au/real-estate/695-ballarat-road-ardeer-vic/property-details-buy-residential-11892793/"
"Armadale","3/60 Wattletree Rd","apartment",3,,"2018-06-30","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/3-60-wattletree-road-armadale-vic/property-details-buy-residential-11908455/"
"Armadale","8/29B Hampden Rd","apartment",2,,"2018-06-29","sold before auction","hockingstuart","https://www.realestateview.com.au/real-estate/8-29b-hampden-road-armadale-vic/property-details-buy-residential-11908453/"
"Armadale","8 Huntingtower Rd","unit",3,,"2018-06-22","private sale","Marshall White & Co",""
"Ascot","8 Rosea Ct","house",4,390000.0,"2018-06-28","passed in at auction","Ray White Bendigo","https://www.realestateview.com.au/real-estate/8-rosea-court-ascot-vic/property-details-buy-residential-11905153/"
