"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","8/ 5-7 Princes St","apartment",1,312000.0,"2016-08-27","auction sale","Jellis Craig","http://www.realestateview.com.au/real-estate/8-5-7-princes-street-abbotsford-vic/property-details-buy-residential-10404848/"
"Abbotsford","112-120 Vere St","land",0,5700000.0,"2016-08-18","expression of interest","Jellis Craig","http://www.realestateview.com.au/real-estate/112-120-vere-street-abbotsford-vic/property-details-sold-residential-10356625/"
"Airport West","22A Walters Av","unit",3,820000.0,"2016-08-27","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/22a-walters-avenue-airport-west-vic/property-details-buy-residential-10403414/"
"Airport West","3 Oak St","house",3,725000.0,"2016-08-23","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/3-oak-street-airport-west-vic/property-details-sold-residential-10416902/"
"Albanvale","10 Fernhill Ct","house",3,416000.0,"2016-08-15","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/10-fernhill-court-albanvale-vic/property-details-sold-residential-10356371/"
"Albert Park","227A Danks St","house",3,2030000.0,"2016-08-27","auction sale","hockingstuart","http://www.realestateview.com.au/real-estate/227a-danks-street-albert-park-vic/property-details-buy-residential-10382920/"
"Albert Park","14 Merton St","house",2,1700000.0,"2016-08-27","passed in vendor bid","R T Edgar Boroondara","http://www.realestateview.com.au/real-estate/14-merton-street-albert-park-vic/property-details-buy-residential-10379097/"
"Albert Park","17 Reed St","house",3,1740000.0,"2016-08-27","passed in at auction","Marshall White & Co","http://www.realestateview.com.au/real-estate/17-reed-street-albert-park-vic/property-details-buy-residential-10403786/"
"Albert Park","55 Withers St","house",4,2800000.0,"2016-08-22","private sale","Cayzer","http://www.realestateview.com.au/real-estate/55-withers-street-albert-park-vic/property-details-sold-residential-10235259/"
"Alfredton","28 Jarrah Dr","house",4,485000.0,"2016-08-23","private sale","Ballarat Real Estate Pty Ltd","http://www.realestateview.com.au/real-estate/28-jarrah-drive-alfredton-vic/property-details-sold-residential-10141336/"
"Alfredton","8 Mcnamee Blvde","land",0,118000.0,"2016-08-23","private sale","Ballarat Real Estate Pty Ltd",""
"Alfredton","2/ 23 Longley St","unit",1,140000.0,"2016-07-19","private sale","Ray White Ballarat","http://www.realestateview.com.au/real-estate/2-23-longley-street-alfredton-vic/property-details-sold-residential-10301190/"
"Alphington","6 Naroon Rd","house",3,1485000.0,"2016-08-14","sold before auction","Mcgrath Northcote",""
"Alphington","21 Como St","house",5,"","2016-08-27","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/21-como-street-alphington-vic/property-details-buy-residential-10404072/"
"Altona","219 Civic Pde","house",3,740000.0,"2016-08-27","auction sale","Greg Hocking Elly Partners",""
"Altona","3 Curtin Ct","house",3,931000.0,"2016-08-27","auction sale","Sweeney","http://www.realestateview.com.au/real-estate/3-curtin-court-altona-vic/property-details-buy-residential-10388956/"
"Altona","5/ 8 David St","unit",2,620000.0,"2016-08-19","private sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/5-8-david-street-altona-vic/property-details-sold-residential-10304578/"
"Altona","2/ 17 Mcbain St","townhouse",2,"","2016-08-17","private sale","hockingstuart",""
