"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Airport West","11A Coniston Av","house",3,865000.0,"2018-09-08","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/11a-coniston-avenue-airport-west-vic/property-details-sold-residential-12039411/"
"Airport West","15 Harrington Rd","house",4,947500.0,"2018-09-08","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/15-harrington-road-airport-west-vic/property-details-sold-residential-12042696/"
"Airport West","1/21 Hillside Gr","townhouse",2,670000.0,"2018-09-08","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/1-21-hillside-grove-airport-west-vic/property-details-buy-residential-12043519/"
"Albert Park","8B Neville St","townhouse",2,1420000.0,"2018-09-08","auction sale","Cayzer","https://www.realestateview.com.au/real-estate/8b-neville-street-albert-park-vic/property-details-buy-residential-12043062/"
"Albert Park","66 Withers St","house",3,,"2018-08-22","sold before auction","Parkinson",""
"Albion","1/6 Sydney St","apartment",2,310000.0,"2018-08-28","private sale","Douglas Kay Sunshine",""
"Alfredton","2 Mimosa Av","house",3,395000.0,"2018-08-14","private sale","Ray White Ballarat","https://www.realestateview.com.au/real-estate/2-mimosa-avenue-alfredton-vic/property-details-sold-residential-12035353/"
"Alphington","15 Bennett St","house",5,1750000.0,"2018-09-08","passed in at auction","Collins Simms","https://www.realestateview.com.au/real-estate/15-bennett-street-alphington-vic/property-details-buy-residential-12048606/"
"Altona Meadows","31 Hook St","house",4,610000.0,"2018-09-08","passed in at auction","Raine & Horne Point Cook",""
"Altona Meadows","19 Pyramus Pl","house",5,,"2018-09-08","passed in vendor bid","Greg Hocking Elly Partners",""
"Ararat","23 Marx Cr","house",0,151000.0,"2018-09-05","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/23-marx-crescent-ararat-vic/property-details-buy-residential-12086895/"
"Armadale","1/51 Armadale St","apartment",2,600000.0,"2018-09-08","passed in vendor bid","Thomson","https://www.realestateview.com.au/real-estate/1-51-armadale-street-armadale-vic/property-details-buy-residential-12041957/"
"Armadale","3/18A Mercer Rd","apartment",2,825000.0,"2018-09-08","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/3-18a-mercer-road-armadale-vic/property-details-buy-residential-12048710/"
"Armadale","1/35 Wattletree Rd","unit",2,620000.0,"2018-09-08","passed in vendor bid","Marshall White One","https://www.realestateview.com.au/real-estate/1-35-wattletree-road-armadale-vic/property-details-buy-residential-12045495/"
"Armadale","7/50 Denbigh Rd","apartment",2,580000.0,"2018-08-29","private sale","Gary Peer & Associates","https://www.realestateview.com.au/real-estate/7-50-denbigh-road-armadale-vic/property-details-sold-residential-11986988/"
"Armadale","37 Hampden Rd","house",4,,"2018-09-05","sold before auction","RT Edgar","https://www.realestateview.com.au/real-estate/37-hampden-road-armadale-vic/property-details-sold-residential-12043813/"
"Ascot Vale","6 Fenton St","house",3,1200000.0,"2018-09-08","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/6-fenton-street-ascot-vale-vic/property-details-buy-residential-12047548/"
"Ascot Vale","34 Gillespie Av","house",4,1530000.0,"2018-09-08","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/34-gillespie-avenue-ascot-vale-vic/property-details-buy-residential-12036804/"
"Ascot Vale","9 Langs Rd","unit",2,582500.0,"2018-09-08","auction sale","Rendina",""
"Ascot Vale","28 South St","house",5,3020000.0,"2018-09-08","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/28-south-street-ascot-vale-vic/property-details-buy-residential-12048337/"
"Ascot Vale","53 Warrick St","house",4,1650000.0,"2018-09-08","passed in vendor bid","Brad Teal","https://www.realestateview.com.au/real-estate/53-warrick-street-ascot-vale-vic/property-details-buy-residential-12039957/"
"Ascot Vale","22 Ayr St","house",3,,"2018-08-24","sold before auction","Brad Teal","https://www.realestateview.com.au/real-estate/22-ayr-street-ascot-vale-vic/property-details-sold-residential-12048654/"
"Ashburton","59 Baker Pde","house",3,1450000.0,"2018-09-08","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/59-baker-parade-ashburton-vic/property-details-buy-residential-12040376/"
"Ashburton","16 Munro Av","house",3,1850000.0,"2018-09-08","passed in at auction","Jellis Craig","https://www.realestateview.com.au/real-estate/16-munro-avenue-ashburton-vic/property-details-buy-residential-12043579/"
"Ashburton","15 Poulter St","house",3,1650000.0,"2018-09-08","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/15-poulter-street-ashburton-vic/property-details-sold-residential-12043364/"
"Ashburton","11 Y St","house",3,1625000.0,"2018-09-08","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/11-y-street-ashburton-vic/property-details-sold-residential-12049019/"
"Ashburton","94 Dent St","house",3,,"2018-09-08","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/94-dent-street-ashburton-vic/property-details-sold-residential-12043417/"
"Ashburton","6/100 Victory Blvd","townhouse",3,,"2018-09-08","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/6-100-victory-boulevard-ashburton-vic/property-details-buy-residential-12043402/"
"Aspendale Gardens","10 Oriflamme Ct","house",4,900000.0,"2018-09-08","passed in vendor bid","Ray White Mordialloc",""
"Avondale Heights","77 Thompson St","house",3,860000.0,"2018-09-08","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/77-thompson-street-avondale-heights-vic/property-details-sold-residential-12068369/"
"Avondale Heights","63 Arcade Way","house",3,,"2018-09-08","passed in vendor bid","Moonee Valley RE",""
"Balaclava","11 Camden St","house - semi-detached",3,950000.0,"2018-09-09","passed in vendor bid","Gary Peer & Associates","https://www.realestateview.com.au/real-estate/11-camden-street-balaclava-vic/property-details-buy-residential-12043642/"
"Balaclava","35 Marlborough St","house",3,1050000.0,"2018-09-08","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/35-marlborough-street-balaclava-vic/property-details-buy-residential-12043804/"
"Balaclava","4/88 Grosvenor St","apartment",1,330000.0,"2018-09-01","private sale","Buxton","https://www.realestateview.com.au/real-estate/4-88-grosvenor-street-balaclava-vic/property-details-sold-residential-12059437/"
"Ballarat Central","227 Raglan St.S","house",4,620000.0,"2018-09-04","private sale","Biggin & Scott",""
"Ballarat Central","414 Ripon St.S","house",0,322000.0,"2018-09-04","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/414-ripon-street-south-ballarat-central-vic/property-details-buy-residential-12038557/"
"Ballarat Central","209 Errard St.S","house",0,740000.0,"2018-08-19","private sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/209-errard-street-south-ballarat-central-vic/property-details-sold-residential-11920772/"
