"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","312C/11 Shamrock St","apartment",1,360000.0,"2018-05-10","private sale","Mcgrath Northcote","https://www.realestateview.com.au/real-estate/312c-11-shamrock-street-abbotsford-vic/property-details-buy-residential-11818331/"
"Aberfeldie","5/13 Batman St","townhouse",2,760000.0,"2018-05-19","passed in at auction","Frank Dowling Essendon",""
"Aberfeldie","1B Vida St","townhouse",3,1140000.0,"2018-05-19","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/1b-vida-street-aberfeldie-vic/property-details-buy-residential-11815039/"
"Airport West","2/16 Bowes Av","unit",3,670000.0,"2018-05-19","auction sale","Harcourts Vision",""
"Airport West","2/7 Roberts Rd","unit",2,583500.0,"2018-05-19","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/2-7-roberts-road-airport-west-vic/property-details-buy-residential-11813025/"
"Airport West","91 Victory Rd","house",5,985000.0,"2018-05-16","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/91-victory-road-airport-west-vic/property-details-buy-residential-11789117/"
"Albanvale","1 Abbot Ct","house",3,,"2018-05-19","passed in at auction","Harcourts Rata & Co",""
"Albert Park","41 St Vincent St","house",3,,"2018-05-11","private sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/41-st-vincent-street-albert-park-vic/property-details-sold-residential-11766929/"
"Albion","47 Derrimut St","house",3,758000.0,"2018-05-19","auction sale","Bells Real Estate","https://www.realestateview.com.au/real-estate/47-derrimut-street-albion-vic/property-details-buy-residential-11815383/"
"Albion","3/15 Sydney St","house",2,560000.0,"2018-05-19","auction sale","hockingstuart",""
"Alfredton","11 Willoby Dr","house",4,325000.0,"2018-05-18","private sale","PRD Nationwide","https://www.realestateview.com.au/real-estate/11-willoby-drive-alfredton-vic/property-details-buy-residential-11780719/"
"Alfredton","10 Rundell Pl","house",4,471000.0,"2018-05-02","private sale","Buxton","https://www.realestateview.com.au/real-estate/10-rundell-place-alfredton-vic/property-details-sold-residential-11557502/"
"Alphington","51 Como St","house",2,985000.0,"2018-05-19","auction sale","Miles RE","https://www.realestateview.com.au/real-estate/51-como-street-alphington-vic/property-details-buy-residential-11814803/"
"Alphington","31 Hanslope Av","house",4,1800000.0,"2018-05-19","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/31-hanslope-avenue-alphington-vic/property-details-buy-residential-11779165/"
"Alphington","17 Yarraford Av","house",4,2575000.0,"2018-05-19","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/17-yarraford-avenue-alphington-vic/property-details-buy-residential-11812611/"
"Altona","29 Fenfield St","house",3,850000.0,"2018-05-19","passed in vendor bid","Raine & Horne Point Cook",""
"Altona","1B Myrtle Gr","house",3,980000.0,"2018-05-18","sold before auction","Greg Hocking Elly Partners",""
"Altona","8 Rose St","house",2,1150000.0,"2018-05-15","sold before auction","hockingstuart","https://www.realestateview.com.au/real-estate/8-rose-street-altona-vic/property-details-buy-residential-11829488/"
"Altona Meadows","7 Pine Dr","house",3,665000.0,"2018-05-15","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/7-pine-drive-altona-meadows-vic/property-details-sold-residential-11841497/"
"Altona North","3/53-55 Kyle Rd","townhouse",3,720000.0,"2018-05-19","auction sale","Williams RE","https://www.realestateview.com.au/real-estate/3-53-55-kyle-road-altona-north-vic/property-details-buy-residential-11820998/"
"Armadale","7/43 Armadale St","unit",2,630000.0,"2018-05-19","auction sale","Marshall White One","https://www.realestateview.com.au/real-estate/7-43-armadale-street-armadale-vic/property-details-buy-residential-11823066/"
"Armadale","2/26 Denbigh Rd","apartment",2,745000.0,"2018-05-19","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/2-26-denbigh-road-armadale-vic/property-details-buy-residential-11819132/"
"Armadale","19 Elgin Av","house",3,3075000.0,"2018-05-19","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/19-elgin-avenue-armadale-vic/property-details-buy-residential-11788226/"
"Armadale","16 Glassford St","house",4,4200000.0,"2018-05-19","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/16-glassford-street-armadale-vic/property-details-buy-residential-11816311/"
"Armadale","40 Hampden Rd","house",4,4850000.0,"2018-05-19","passed in at auction","Marshall White & Co","https://www.realestateview.com.au/real-estate/40-hampden-road-armadale-vic/property-details-buy-residential-11817682/"
"Armadale","8/39 Kooyong Rd","apartment",2,770000.0,"2018-05-19","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/8-39-kooyong-road-armadale-vic/property-details-buy-residential-11817718/"
"Armadale","5/38 Northcote Rd","apartment",2,630000.0,"2018-05-19","passed in vendor bid","Cayzer","https://www.realestateview.com.au/real-estate/5-38-northcote-road-armadale-vic/property-details-buy-residential-11812969/"
"Armadale","10/9 Barnato Gr","apartment",2,800000.0,"2018-05-17","sold before auction","Kay & Burton","https://www.realestateview.com.au/real-estate/10-9-barnato-grove-armadale-vic/property-details-buy-residential-11818384/"
"Armadale","36 New St","house",2,,"2018-05-19","auction sale","Greg Hocking",""
"Armadale","34 Seymour Av","house",3,,"2018-05-19","passed in at auction","Kay & Burton","https://www.realestateview.com.au/real-estate/34-seymour-avenue-armadale-vic/property-details-buy-residential-11817866/"
"Armadale","46A Armadale St","house",3,,"2018-05-15","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/46a-armadale-street-armadale-vic/property-details-sold-residential-11802594/"
"Ascot Vale","84 Francis St","house",2,1130000.0,"2018-05-19","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/84-francis-street-ascot-vale-vic/property-details-buy-residential-11817719/"
