"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","19 Yarra Bank Ct","townhouse",3,1177500.0,"2015-10-17","passed in at auction","Jellis Craig",""
"Aberfeldie","35 Afton St","house",4,1720000.0,"2015-10-17","auction sale","Nelson Alexander",""
"Aberfeldie","20 Allan St","house",4,1634000.0,"2015-10-17","auction sale","Rendina",""
"Aberfeldie","327 Buckley St","townhouse",3,697500.0,"2015-10-17","auction sale","Barry Plant",""
"Aberfeldie","116 The Boulevard","house",4,1450000.0,"2015-10-17","passed in at auction","Walshe & Whitelock Brunswick",""
"Aberfeldie","25 Antares Ct","house",5,"","2015-10-01","sold before auction","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/25-antares-court-aberfeldie/Property-Details-sold-residential-9263442.html"
"Airport West","246 Parer Rd","house",3,582000.0,"2015-10-17","passed in at auction","Harcourts Vision",""
"Airport West","48 York St","house",3,885000.0,"2015-10-17","auction sale","Paul McDonald",""
"Airport West","Kendale St","unit",3,650000.0,"2015-10-13","private sale","Nelson Alexander",""
"Airport West","1/ 104 Roberts Rd","townhouse",3,615000.0,"2015-10-11","sold before auction","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/1-104-roberts-road-airport-west/Property-Details-sold-residential-9530710.html"
"Airport West","3/ 24 Laurence Av","townhouse",2,490000.0,"2015-09-30","sold before auction","Nelson Alexander","http://www.realestateview.com.au/Real-Estate/3-24-laurence-avenue-airport-west/Property-Details-sold-residential-9519736.html"
"Albanvale","Fairfax Cirt","house",3,366000.0,"2015-10-10","private sale","Barry Plant","http://www.realestateview.com.au/Real-Estate/97-fairfax-circuit-albanvale/Property-Details-sold-residential-7608778.html"
"Albert Park","232 Bridport","house",2,1345000.0,"2015-10-17","auction sale","Cayzer",""
"Albert Park","80 Brooke St","house",2,950000.0,"2015-10-17","passed in vendor bid","Greg Hocking Holdsworth",""
"Albert Park","41 Merton St","house",4,2820000.0,"2015-10-17","auction sale","Greg Hocking Holdsworth",""
"Albert Park","5/ 85 Merton St","apartment",2,674000.0,"2015-10-17","auction sale","Buxton",""
"Albert Park","44 Page St","house",2,1355000.0,"2015-10-17","auction sale","Greg Hocking Holdsworth",""
"Albion","62 Adelaide St","house",7,520000.0,"2015-10-17","auction sale","Trimson Partners",""
"Albion","1/ 10 Brisbane St","unit",2,355000.0,"2015-10-17","auction sale","Bells Real Estate",""
"Albion","36 Derrimut St","house",3,521000.0,"2015-10-17","auction sale","Bells Real Estate",""
"Alfredton","30 Scarborough Cr","house",4,350000.0,"2015-10-17","passed in vendor bid","Ray White Ballarat",""
"Alfredton","Robertson Dr","house",5,420000.0,"2015-10-16","private sale","hockingstuart","http://www.realestateview.com.au/Real-Estate/10-robertson-drive-alfredton/Property-Details-sold-residential-9497830.html"
"Alfredton","Sorrento Dr","land",0,152700.0,"2015-10-13","private sale","PRD Nationwide","http://www.realestateview.com.au/Real-Estate/lot-95-sorrento-drive-alfredton/Property-Details-sold-residential-8730436.html"
"Alfredton","Cuzens Rd","house",4,540000.0,"2015-10-11","private sale","PRD Nationwide",""
"Alfredton","Oberon St","house",0,425000.0,"2015-09-25","private sale","Harcourts Ballarat","http://www.realestateview.com.au/Real-Estate/2-oberon-street-alfredton/Property-Details-sold-residential-9461368.html"
"Alfredton","Prince Of Wales Blvd","land",0,"","2015-10-16","private sale","hockingstuart",""
"Alfredton","Regal Dr","land",0,"","2015-10-16","private sale","hockingstuart",""
"Alfredton","Regal Dr","land",0,"","2015-10-09","private sale","hockingstuart",""
"Alfredton","Sturt St","house",0,"","2015-09-18","private sale","Harcourts Ballarat",""
"Alphington","9 Miller St","house",4,1730000.0,"2015-10-17","auction sale","hockingstuart",""
