"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","27 Charles St","house",2,1030000.0,"2016-07-30","auction sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/27-charles-street-abbotsford-vic/property-details-buy-residential-10336670/"
"Abbotsford","40/ 85 Nicholson St","townhouse",2,700000.0,"2016-07-30","auction sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/40-85-nicholson-street-abbotsford-vic/property-details-buy-residential-10337430/"
"Abbotsford","40/ 80 Trenerry Cr","townhouse",3,927000.0,"2016-07-30","auction sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/40-80-trenerry-crescent-abbotsford-vic/property-details-buy-residential-10337102/"
"Airport West","1/ 145 Parer Rd","unit",3,650000.0,"2016-07-30","passed in at auction","Nelson Alexander",""
"Airport West","3/ 35 Walters Av","townhouse",3,552000.0,"2016-07-04","sold before auction","Nelson Alexander",""
"Albanvale","9 Albanvale Dr","house",3,450000.0,"2016-07-30","passed in vendor bid","Ray White St Albans","http://www.realestateview.com.au/real-estate/9-albanvale-drive-albanvale-vic/property-details-buy-residential-10319374/"
"Albert Park","74 Bridport St","house - terrace",3,2800000.0,"2016-07-30","passed in vendor bid","Buxton","http://www.realestateview.com.au/real-estate/74-bridport-street-albert-park-vic/property-details-buy-residential-10334635/"
"Albert Park","9 Durham St","house",1,985000.0,"2016-07-30","auction sale","Marshall White & Co","http://www.realestateview.com.au/real-estate/9-durham-street-albert-park-vic/property-details-buy-residential-10338854/"
"Albert Park","32 St Vincent St","house",3,1960000.0,"2016-07-30","auction sale","Greg Hocking Holdsworth",""
"Albion","3 Barclay St","house",2,460000.0,"2016-07-30","auction sale","Barry Plant",""
"Albion","5/ 25 Ridley St","unit",2,190000.0,"2016-07-29","sold before auction","Burnham",""
"Alfredton","10 Cedar Av","house",3,295000.0,"2016-07-27","private sale","hockingstuart","http://www.realestateview.com.au/real-estate/10-cedar-avenue-alfredton-vic/property-details-sold-residential-10311152/"
"Alfredton","Lot 389 Signature Dr","land",0,"","2016-07-22","private sale","hockingstuart",""
"Alfredton","Lot 169 Waterway Dr","land",0,"","2016-07-22","private sale","hockingstuart",""
"Alphington","42 Shiers St","house",4,1950000.0,"2016-07-30","auction sale","Jellis Craig","http://www.realestateview.com.au/real-estate/42-shiers-street-alphington-vic/property-details-buy-residential-10337538/"
"Altona","3 Chifley Av","house",3,761500.0,"2016-07-30","auction sale","Compton Green",""
"Altona","2/ 60 David St","unit",2,535600.0,"2016-07-22","sold before auction","Compton Green",""
"Altona","38 Rayner St","house",0,"","2016-07-25","private sale","hockingstuart",""
"Altona","2/ 70 Rose St","unit",2,"","2016-07-25","private sale","hockingstuart",""
"Altona","8 Finch St","townhouse",0,"","2016-07-21","private sale","hockingstuart",""
"Altona Meadows","1/ 3 Missen Ct","unit",2,380000.0,"2016-07-30","auction sale","Burnham","http://www.realestateview.com.au/real-estate/1-3-missen-court-altona-meadows-vic/property-details-buy-residential-10309202/"
"Altona Meadows","36 Polly Woodside Dr","house",3,600000.0,"2016-07-30","auction sale","Sweeney","http://www.realestateview.com.au/real-estate/36-polly-woodside-drive-altona-meadows-vic/property-details-buy-residential-10303110/"
"Altona North","14 Chambers Rd","house",4,751000.0,"2016-07-30","auction sale","Greg Hocking Elly Partners",""
"Ancona","34 Black Ore Rd","house",5,480000.0,"2016-07-31","passed in vendor bid","Quinta Real Estate","http://www.realestateview.com.au/real-estate/34-black-ore-rd-ancona-vic/property-details-buy-residential-10333395/"
"Ararat","10 Hakea St","house",3,275000.0,"2016-07-30","passed in vendor bid","Landmark Harcourts Ararat",""
"Ardeer","30 Suspension St","land",0,454000.0,"2016-07-30","auction sale","Barry Plant","http://www.realestateview.com.au/real-estate/30-suspension-street-ardeer-vic/property-details-buy-residential-10324377/"
"Armadale","7/ 844 Malvern Rd","apartment",2,471500.0,"2016-07-30","auction sale","Ray White Mount Waverley",""
"Armadale","3/ 50 Denbigh Rd","apartment",2,546000.0,"2016-07-28","sold before auction","hockingstuart","http://www.realestateview.com.au/real-estate/3-50-denbigh-road-armadale-vic/property-details-sold-residential-10340480/"
"Armadale","10/ 39 Sutherland Rd","unit",2,532000.0,"2016-07-24","private sale","Jellis Craig",""
"Armadale","11 Egerton Rd","house",2,"","2016-07-30","auction sale","hockingstuart","http://www.realestateview.com.au/real-estate/11-egerton-road-armadale-vic/property-details-buy-residential-10340485/"
"Arthurs Seat","6 Windward Ct","house",4,867000.0,"2016-07-14","private sale","Seachange Property Real Estate",""
