"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","8/ 18 Nicholson St","apartment",1,350000.0,"2016-06-04","passed in at auction","Biggin & Scott","http://www.realestateview.com.au/real-estate/8-18-nicholson-street-abbotsford-vic/property-details-buy-residential-10202987/"
"Abbotsford","55A Park St","house",4,1600000.0,"2016-06-04","passed in vendor bid","Nelson Alexander","http://www.realestateview.com.au/real-estate/55a-park-street-abbotsford-vic/property-details-buy-residential-10202686/"
"Aberfeldie","45 Vida St","house",4,1150000.0,"2016-06-04","passed in at auction","Rendina","http://www.realestateview.com.au/real-estate/45-vida-street-aberfeldie-vic/property-details-buy-residential-9912716/"
"Airport West","4/ 9 West Ct","townhouse",2,420000.0,"2016-06-04","passed in vendor bid","Barry Plant",""
"Airport West","1/ 36 York St","townhouse",3,500000.0,"2016-06-04","passed in vendor bid","Nelson Alexander","http://www.realestateview.com.au/real-estate/1-36-york-street-airport-west-vic/property-details-buy-residential-10189119/"
"Albanvale","28 President Rd","house",3,450000.0,"2016-05-28","private sale","Biggin & Scott",""
"Albion","10/ 7 King Edward Av","flat",1,165000.0,"2016-05-31","private sale","Stockdale & Leggo Sunshine",""
"Albion","7 Wasley St","house",2,331000.0,"2016-05-19","private sale","Compton Green",""
"Alfredton","Lot 424 Sturt St","land",0,"","2016-05-31","private sale","hockingstuart",""
"Altona","2/ 32 David St","unit",2,526000.0,"2016-06-04","auction sale","Compton Green",""
"Altona","4/ 235 Esplanade","townhouse",3,975000.0,"2016-06-04","passed in vendor bid","hockingstuart","http://www.realestateview.com.au/real-estate/4-235-esplanade-altona-vic/property-details-buy-residential-10200150/"
"Altona","2/ 16 Stanley St","townhouse",3,740000.0,"2016-05-31","private sale","hockingstuart","http://www.realestateview.com.au/real-estate/2-16-stanley-street-altona-vic/property-details-buy-residential-10167890/"
"Altona","3/ 259 Esplanade","house",3,"","2016-06-04","passed in at auction","hockingstuart","http://www.realestateview.com.au/real-estate/3-259-esplanade-altona-vic/property-details-buy-residential-9975669/"
"Altona","3/ 17 Kookaburra St","townhouse",3,"","2016-05-30","private sale","hockingstuart",""
"Altona Meadows","16 Farrant Ct","house",3,525000.0,"2016-06-04","auction sale","hockingstuart","http://www.realestateview.com.au/real-estate/16-farrant-court-altona-meadows-vic/property-details-buy-residential-10212982/"
"Altona Meadows","81 Rosebery St","house",3,470000.0,"2016-06-04","auction sale","hockingstuart","http://www.realestateview.com.au/real-estate/81-rosebery-street-altona-meadows-vic/property-details-buy-residential-10181998/"
"Altona North","33 Carthy St","house",3,683000.0,"2016-06-04","auction sale","First National Rickdale Real Estate",""
"Altona North","2/ 5 Stapley Cr","house",4,740000.0,"2016-05-28","private sale","hockingstuart","http://www.realestateview.com.au/real-estate/2-5-stapley-crescent-altona-north-vic/property-details-sold-residential-10120165/"
"Altona North","47 Ginifer Av","house",3,"","2016-06-04","auction sale","Barry Plant","http://www.realestateview.com.au/real-estate/47-ginifer-avenue-altona-north-vic/property-details-buy-residential-10186058/"
"Ardeer","2/ 45 Chelsey St","townhouse",3,405000.0,"2016-05-30","private sale","Douglas Kay Sunshine",""
"Armadale","8/ 71 Denbigh Rd","apartment",2,700000.0,"2016-06-04","passed in vendor bid","Jellis Craig","http://www.realestateview.com.au/real-estate/8-71-denbigh-road-armadale-vic/property-details-buy-residential-10201667/"
"Armadale","4/ 49 Kooyong Rd","apartment",2,480000.0,"2016-06-04","passed in vendor bid","Thomson","http://www.realestateview.com.au/real-estate/4-49-kooyong-road-armadale-vic/property-details-buy-residential-10201231/"
"Armadale","11/ 17 Myamyn St","apartment",2,3625000.0,"2016-06-04","auction sale","Jellis Craig","http://www.realestateview.com.au/real-estate/11-17-myamyn-street-armadale-vic/property-details-buy-residential-9372082/"
"Armadale","526 Orrong Rd","house",4,3000000.0,"2016-06-04","passed in vendor bid","Jellis Craig","http://www.realestateview.com.au/real-estate/526-orrong-road-armadale-vic/property-details-buy-residential-10203072/"
"Armadale","12 Alleyne Av","house",4,"","2016-06-04","auction sale","R T Edgar","http://www.realestateview.com.au/real-estate/12-alleyne-avenue-armadale-vic/property-details-buy-residential-10189677/"
"Armadale","3/ 10 Denbigh Rd","apartment",2,"","2016-06-01","sold before auction","hockingstuart","http://www.realestateview.com.au/real-estate/3-10-denbigh-road-armadale-vic/property-details-buy-residential-10207995/"
"Armadale","3/ 69 Denbigh Rd","townhouse",2,"","2016-05-24","private sale","Kay & Burton","http://www.realestateview.com.au/real-estate/3-69-denbigh-road-armadale-vic/property-details-sold-residential-9952129/"
"Arthurs Seat","9 Cloud St","land",0,"","2016-06-03","private sale","Ray White Rosebud","http://www.realestateview.com.au/real-estate/9-cloud-street-arthurs-seat-vic/property-details-sold-residential-8120148/"
"Ascot Vale","8 Geddes St","house",2,710000.0,"2016-06-04","passed in at auction","Nelson Alexander","http://www.realestateview.com.au/real-estate/8-geddes-street-ascot-vale-vic/property-details-buy-residential-10202211/"
"Ascot Vale","75 Maribyrnong Rd","house",6,2425000.0,"2016-06-04","passed in at auction","Brad Teal","http://www.realestateview.com.au/real-estate/75-maribyrnong-road-ascot-vale-vic/property-details-buy-residential-10100428/"
"Ascot Vale","25 Station Av","house",2,840000.0,"2016-06-04","auction sale","Brad Teal","http://www.realestateview.com.au/real-estate/25-station-avenue-ascot-vale-vic/property-details-buy-residential-10195566/"
"Ascot Vale","44 Munro St","house",0,995000.0,"2016-06-01","private sale","Brad Teal",""
"Ascot Vale","75A Charles St","townhouse",3,980000.0,"2016-05-31","private sale","Brad Teal","http://www.realestateview.com.au/real-estate/75a-charles-street-ascot-vale-vic/property-details-buy-residential-10099681/"
"Ascot Vale","98 Epsom Rd","house",3,971000.0,"2016-05-25","sold before auction","Nelson Alexander","http://www.realestateview.com.au/real-estate/98-epsom-road-ascot-vale-vic/property-details-sold-residential-10208222/"
"Ashburton","2 Benghazi Av","house",3,1425000.0,"2016-06-04","auction sale","Jellis Craig","http://www.realestateview.com.au/real-estate/2-benghazi-avenue-ashburton-vic/property-details-buy-residential-10203065/"
"Ashburton","3 Dunlop St","house",3,1555000.0,"2016-06-04","auction sale","Jellis Craig","http://www.realestateview.com.au/real-estate/3-dunlop-street-ashburton-vic/property-details-buy-residential-10200012/"
"Ashburton","36 Morotai Av","house",2,1417000.0,"2016-06-04","auction sale","Buxton","http://www.realestateview.com.au/real-estate/36-morotai-avenue-ashburton-vic/property-details-buy-residential-10194306/"
"Ashburton","71 St Georges Cr","house",3,1550000.0,"2016-06-04","passed in vendor bid","Tim Dwyer Ashburton","http://www.realestateview.com.au/real-estate/71-st-georges-crescent-ashburton-vic/property-details-buy-residential-10188388/"
"Ashwood","1/ 4 Avoca Ct","townhouse",3,900000.0,"2016-06-04","auction sale","O'Donoghues First National","http://www.realestateview.com.au/real-estate/1-4-avoca-court-ashwood-vic/property-details-buy-residential-10199973/"
"Ashwood","18 Montrose St","house",2,1075000.0,"2016-06-04","passed in vendor bid","Jellis Craig","http://www.realestateview.com.au/real-estate/18-montrose-street-ashwood-vic/property-details-buy-residential-10198284/"
"Avondale Heights","2 Arbor Tce","house",4,1155000.0,"2016-06-04","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/2-arbor-terrace-avondale-heights-vic/property-details-buy-residential-10201581/"
"Avondale Heights","3 Karen Ct","house",3,670000.0,"2016-06-04","passed in vendor bid","Nelson Alexander","http://www.realestateview.com.au/real-estate/3-karen-court-avondale-heights-vic/property-details-buy-residential-10192678/"
"Avondale Heights","6 Lovett Dr","house",4,1200000.0,"2016-06-04","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/6-lovett-drive-avondale-heights-vic/property-details-buy-residential-10194619/"
"Avondale Heights","6/ 2-26 North Rd","apartment",2,470000.0,"2016-06-04","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/6-2-26-north-road-avondale-heights-vic/property-details-buy-residential-10194548/"
"Avondale Heights","12 Skewes St","house",3,636000.0,"2016-06-04","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/12-skewes-street-avondale-heights-vic/property-details-buy-residential-10194441/"
"Avondale Heights","1 Doyle St","house",2,590000.0,"2016-05-27","sold before auction","Paul McDonald","http://www.realestateview.com.au/real-estate/1-doyle-street-avondale-heights-vic/property-details-sold-residential-10212642/"
"Avondale Heights","Lot 8/ 9A Weyburn Pl","land",0,305000.0,"2016-05-11","private sale","Barry Plant",""
"Avondale Heights","14 Lorgrove Ct","house",4,"","2016-06-02","private sale","Barry Plant",""
"Bacchus Marsh","18 Maisie Ct","land",0,110000.0,"2016-05-10","private sale","Calder Real Estate Agents",""
"Bairnsdale","89 Williams Pde","house",3,340000.0,"2016-05-12","private sale","Elders Bairnsdale","http://www.realestateview.com.au/real-estate/89-williams-parade-bairnsdale-vic/property-details-buy-residential-10181436/"
